seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
25,35302903,35343303, 40401,+,gas2a,ENSDARG00000001259, 2,-25.234240195,0.383585859,0.545454545,0.375000000,0.152329749,0.151651652,0.487012987
7, 6967909, 7133475,165567,+,actn3b,ENSDARG00000001431, 2, -1.025232273,0.812500000,0.584289813,0.575148810,0.676136364,0.569615070,0.784798535
7,19070464,19148926, 78463,-,kirrel1a,ENSDARG00000001634,23, 40.564364675,0.266945812,0.174862729,0.603401593,0.484211865,0.653163096,0.941801718
9,54751201,54842209, 91009,-,gpm6bb,ENSDARG00000001676, 1, 21.230437129,0.400000000,0.295454545,0.244444444,0.413793103,0.454545455,0.695652174
17,28704946,28742980, 38035,+,strn3,ENSDARG00000001729, 2, -1.709361164,0.500000000,0.789566755,0.729729730,0.714285714,0.870535714,0.636653895
22,20925849,20952448, 26600,-,fkbp8,ENSDARG00000001734, 1,-37.105751391,0.555555556,0.666666667,0.894736842,0.125000000,0.083333333,0.514285714
7,62318134,62439872,121739,+,stim2b,ENSDARG00000001776, 3, 13.015447859,0.579105803,0.656179486,0.672127546,0.832687339,0.728031061,0.726802479
3,31728871,31786082, 57212,-,kcnh6a,ENSDARG00000001803, 3,-26.221487323,0.801619433,0.851548927,0.722222222,0.531907433,0.692368839,0.538438335
21,43176817,43246873, 70057,+,aff4,ENSDARG00000001857, 1, 18.975966562,0.826666667,0.607142857,0.617647059,0.875000000,0.893617021,0.932773109
23,14095508,14180307, 84800,+,cacnb3a,ENSDARG00000001881, 2,-17.211838006,0.210169492,0.000000000,0.272727273,0.000000000,0.000000000,0.000000000
5,71699893,71724257, 24365,-,ak1,ENSDARG00000001950, 2, 35.729456625,0.611111111,0.598958333,0.571428571,0.967741935,0.962962963,0.918032787
11,12782296,12804123, 21828,-,txlng,ENSDARG00000001969, 1, 30.384615385,0.076923077,0.821428571,0.894736842,1.000000000,1.000000000,0.972972973
13, 3665230, 3843692,178463,+,qkib,ENSDARG00000002026, 4, 17.658001584,0.358457403,0.368422925,0.403009515,0.254309687,0.375291633,0.768540359
13,11489953,11538951, 48999,-,adss,ENSDARG00000002071, 1, 28.057795699,0.000000000,0.142857143,0.000000000,0.040000000,0.148936170,1.000000000
4,23886726,24033924,147199,-,celf2,ENSDARG00000002131, 2,-34.053296823,0.588235294,0.634674330,0.593877551,0.305555556,0.315777154,0.306818182
4,17537134,17553996, 16863,+,itfg2,ENSDARG00000002174, 1,-17.648338500,0.789473684,0.924731183,0.879310345,0.689655172,0.714285714,0.666666667
8,54076195,54079740,  3546,-,rho,ENSDARG00000002193, 1,-39.090164111,0.904977376,0.923076923,0.892307692,0.600000000,0.478991597,0.503875969
3,15489725,15498610,  8886,-,sgf29,ENSDARG00000002339, 1, 16.943724264,0.769230769,0.814814815,0.666666667,0.873239437,0.969696970,0.903225806
24,20194022,20210474, 16453,-,cry-dash,ENSDARG00000002396, 3,-28.302257523,0.944165369,0.894195500,0.837606838,0.439153439,0.741741742,0.805892256
6, 9595414, 9632081, 36668,-,ercc3,ENSDARG00000002402, 2, 35.837121448,0.589473684,0.783625731,0.450000000,0.986842105,0.966666667,0.969223485
13,33251721,33258667,  6947,-,nusap1,ENSDARG00000002403, 1, 31.598453110,0.368421053,0.102040816,0.102564103,0.468750000,0.404255319,0.540540541
11, 6682968, 6794144,111177,+,pde4cb,ENSDARG00000002411, 1, 37.806873977,0.210526316,0.022727273,0.268292683,0.545454545,0.487804878,0.580645161
16,14276364,14355567, 79204,-,itga10,ENSDARG00000002507, 1, 65.508783035,0.300000000,0.392857143,0.176470588,0.961538462,0.970588235,0.896551724
14, 6226996, 6245748, 18753,+,smu1a,ENSDARG00000002538, 1,-17.608897127,1.000000000,0.918367347,0.897435897,0.593750000,0.666666667,0.897435897
11,21154678,21220172, 65495,-,mapkapk2a,ENSDARG00000002552, 1, 24.098166765,0.673076923,0.820000000,0.480000000,0.930555556,0.843750000,0.928571429
21,42970983,43024048, 53066,-,dpysl3,ENSDARG00000002587, 1, 41.348750260,0.575221239,0.393939394,0.571428571,0.949152542,0.964912281,0.962962963
12,15000757,15010996, 10240,+,mylpfb,ENSDARG00000002589, 2,-17.566813867,0.551282051,0.510869565,0.750000000,0.471428571,0.569444444,0.261624869
21,11682830,11722343, 39514,+,pcsk1,ENSDARG00000002600, 2, 25.629448367,0.402765388,0.392379386,0.426666667,0.663636364,0.763513514,0.549766900
12,48813988,48837308, 23321,+,anxa11b,ENSDARG00000002632, 1, 22.833417800,0.000000000,0.196078431,0.482758621,0.458333333,0.511450382,0.020833333
22,36673312,36692751, 19440,-,ncl,ENSDARG00000002710, 1,-31.818181818,0.411764706,0.538461538,0.523809524,0.181818182,0.043478261,0.387096774
18, 7037349, 7058760, 21412,-,utp15,ENSDARG00000002720, 1,-15.252768416,0.921933086,0.943181818,1.000000000,0.768656716,0.735159817,0.892857143
19,47191005,47278297, 87293,-,sdc2,ENSDARG00000002731, 2, -9.914603288,0.650821596,0.537414966,0.635939742,0.417141050,0.448369565,0.675915948
1, 1710140, 1793371, 83232,+,atp1a1a.1,ENSDARG00000002791, 1, 27.722772277,0.000000000,0.000000000,0.000000000,0.333333333,0.000000000,0.347826087
5,30502249,30518646, 16398,-,arcn1a,ENSDARG00000002792, 1, 17.572892041,0.750000000,0.772727273,0.846153846,0.916666667,1.000000000,0.956521739
15, 6838039, 6865317, 27279,-,meis3,ENSDARG00000002795, 2, 20.093675395,0.750000000,0.692307692,0.769230769,0.961538462,0.905462185,0.967213115
5,51441009,51581775,140767,+,rasgrf2b,ENSDARG00000002816, 1,-25.427565392,0.174603175,0.318840580,0.500000000,0.027777778,0.011904762,0.227272727
20,39221235,39259880, 38646,+,reps1,ENSDARG00000002877, 1, 18.333333333,0.750000000,0.866666667,0.733333333,1.000000000,0.925925926,1.000000000
19,40377874,40686675,308802,+,vps50,ENSDARG00000002880, 5, -9.934935713,0.733994709,0.857883827,0.872470346,0.519055446,0.647143930,0.879519166
20,29229556,29269362, 39807,+,aven,ENSDARG00000002894, 1,-27.635327635,1.000000000,0.972972973,0.933333333,0.625000000,0.700000000,0.694444444
11, 2616816, 2634747, 17932,-,si:ch211-160o17.2,ENSDARG00000002897, 1, 25.691347012,0.304347826,0.260869565,0.461538462,0.774193548,0.250000000,0.764705882
12,48419226,48469781, 50556,-,sec31b,ENSDARG00000002916, 1, 25.614584693,0.619718310,0.684210526,0.828571429,0.979591837,0.914285714,0.954545455
12, 6160446, 6179894, 19449,-,a1cf,ENSDARG00000002968, 3,-14.435347814,0.699155296,0.623175419,0.705751178,0.491155334,0.600471451,0.503703704
12,25638480,25770232,131753,+,prkcea,ENSDARG00000003008, 1, 18.412698413,0.916666667,0.857142857,0.500000000,0.944444444,1.000000000,0.948275862
6,55030439,55082533, 52095,+,mybphb,ENSDARG00000003081, 1,-44.001451262,0.921568627,0.906666667,0.937500000,0.437500000,0.518987342,0.433333333
23,25946448,25978656, 32209,-,ada,ENSDARG00000003113, 1, 60.082644628,0.000000000,0.344827586,0.500000000,0.893617021,0.878787879,0.926829268
21,45341786,45351548,  9763,-,skp1,ENSDARG00000003151, 1, 19.066860064,0.907563025,0.661764706,0.701492537,0.980769231,0.984375000,0.958333333
11,18871113,19091767,220655,+,magi1b,ENSDARG00000003169, 3,  6.085587333,0.414717349,0.561538462,0.512037037,0.485002643,0.506947354,0.725004074
22,37629034,37716627, 87594,+,psmd1,ENSDARG00000003189, 1,-36.231884058,0.666666667,0.000000000,0.625000000,0.000000000,0.000000000,0.000000000
23,34045413,34185019,139607,+,chchd6a,ENSDARG00000003206, 1, 16.550116550,0.750000000,0.800000000,0.723404255,0.909090909,0.944444444,0.916666667
14,46116834,46155077, 38244,+,naa15a,ENSDARG00000003213, 1,-19.469026549,0.692307692,0.092307692,0.200000000,0.000000000,0.000000000,0.000000000
2,43892368,43918874, 26507,+,gbp3,ENSDARG00000003244, 1,-67.386850438,1.000000000,0.980769231,0.818181818,0.294871795,0.102941176,0.580645161
7, 7509914, 7643941,134028,+,clcn3,ENSDARG00000003269, 1,-28.370442868,1.000000000,0.736842105,0.891891892,0.673913043,0.500000000,0.541666667
3,13423935,13439817, 15883,-,dhps,ENSDARG00000003270, 1,-43.045310854,0.875000000,0.787234043,0.742857143,0.496774194,0.148148148,0.829787234
6, 9630523, 9648275, 17753,-,wdr12,ENSDARG00000003287, 1, 17.404051173,0.914285714,0.767857143,0.714285714,1.000000000,0.948275862,1.000000000
2, 1522721, 1571250, 48530,-,dab1b,ENSDARG00000003290, 2,-22.765171956,0.927114911,0.991228070,0.953608247,0.830985915,0.793127231,0.625654450
22,38035530,38045244,  9715,+,commd2,ENSDARG00000003373, 1, 26.588785047,0.615384615,0.592592593,0.809523810,0.960784314,0.894736842,0.864864865
2, 5709424, 5725786, 16363,-,cwc25,ENSDARG00000003382, 4, 18.205146755,0.638841624,0.930836354,0.895964124,0.964484005,0.951858517,0.870258621
23,27495091,27508161, 13071,-,asb8,ENSDARG00000003383, 1, 43.489785820,0.399239544,0.448275862,0.561904762,0.930555556,0.920502092,0.894977169
5,21295747,21526251,230505,-,tenm1,ENSDARG00000003403, 2, 16.400543418,0.459954233,0.480902778,0.540865385,0.674636175,0.684472934,0.648982558
13, 4503079, 4620715,117637,+,pde10a,ENSDARG00000003449, 2,-41.704374057,0.692307692,0.769230769,0.692307692,0.400000000,0.125000000,0.365476190
7,34317401,34415398, 97998,-,madd,ENSDARG00000003495, 3, -7.695650185,0.833333333,0.832905983,0.780257937,0.628235294,0.888888889,0.716760575
9,45225028,45541367,316340,+,adarb1b,ENSDARG00000003544, 3, -0.265416360,0.795783926,0.656928257,0.541666667,0.673054431,0.618414106,0.705125792
16,32236020,32276030, 40011,+,klhl32,ENSDARG00000003576, 2, 29.977623024,0.790020790,0.403846154,0.474759615,0.923940544,0.907399202,0.815363881
18,18877733,18901017, 23285,+,arih1,ENSDARG00000003616, 1, 22.433155080,0.000000000,0.205882353,0.000000000,0.388888889,0.000000000,0.363636364
19,33551586,33785914,234329,+,runx1t1,ENSDARG00000003680, 2,  5.226588141,0.680555556,0.951127820,0.693627451,0.860294118,0.829166667,0.868421053
14,22395251,22443502, 48252,+,atp7a,ENSDARG00000003699, 1,-36.813186813,1.000000000,0.896551724,0.823529412,0.392857143,0.727272727,0.487804878
6,43388387,43433277, 44891,+,mitfa,ENSDARG00000003732, 1, 25.678209776,0.561290323,0.815789474,0.742857143,0.872180451,0.889502762,0.906542056
24,17066724,17127833, 61110,+,pip4k2aa,ENSDARG00000003776, 1, 16.617063492,0.500000000,0.914893617,0.756756757,0.961538462,0.937500000,0.985294118
2,30554256,30695742,141487,-,ctnnd2b,ENSDARG00000003779, 2, 38.992869875,0.405208333,0.550366300,0.200813008,0.989583333,0.666666667,0.547619048
4,16649542,16708978, 59437,-,dennd5b,ENSDARG00000003789, 1,-51.978609626,0.812500000,0.945945946,0.750000000,0.687500000,0.375000000,0.129032258
5,71800014,71819807, 19794,+,LHX3,ENSDARG00000003803, 4, -9.175621536,0.730879335,0.718998670,0.606714609,0.589375498,0.611020868,0.656200895
16,50087417,50111057, 23641,+,nr1d2a,ENSDARG00000003820, 1, 58.403513304,0.000000000,0.000000000,0.209302326,0.511904762,0.333333333,0.928000000
13,24068577,24220795,152219,-,galnt2,ENSDARG00000003829, 1, 16.254172902,0.923076923,0.785714286,0.656250000,0.793103448,0.930232558,0.978723404
21,34684764,34793909,109146,+,chm,ENSDARG00000003845, 1, 55.182637571,0.294117647,0.461538462,0.382352941,0.897727273,0.925531915,0.944444444
14,  937194,  972853, 35660,-,acsl1b,ENSDARG00000003854, 1,-33.757178015,0.857142857,0.962962963,0.904761905,0.692307692,0.461538462,0.866666667
8, 7494941, 7506201, 11261,-,cdk20,ENSDARG00000003867, 1,-17.210958056,1.000000000,0.970588235,1.000000000,1.000000000,0.812500000,0.600000000
7,28722910,28837318,114409,+,ccdc102a,ENSDARG00000003872, 1,-50.945300410,0.920792079,0.911111111,0.619047619,0.607843137,0.294642857,0.336538462
11, 3909756, 3961889, 52134,-,pbrm1,ENSDARG00000003877, 2, 61.599110018,0.374436090,0.507352941,0.165178571,0.936340852,0.956378299,0.953950811
19,20799060,20823099, 24040,+,cndp2,ENSDARG00000003931, 1, 38.087232867,0.008310249,0.004081633,0.005917160,0.447852761,0.395522388,0.347540984
3,21667545,21889616,222072,+,crhr1,ENSDARG00000003989, 3, 23.469039230,0.382492690,0.418634066,0.701606659,0.716049383,0.681935818,0.801414677
23,34988693,35025117, 36425,+,CHST13,ENSDARG00000004018, 1, 30.473372781,0.750000000,0.434782609,0.882352941,0.953125000,0.969230769,0.950000000
25,32388794,32400209, 11416,+,galk2,ENSDARG00000004059, 1, 42.199546485,0.000000000,0.000000000,0.315789474,0.510638298,0.368421053,0.750000000
14,16483926,16756262,272337,-,mgat4b,ENSDARG00000004115, 1,-23.110682421,0.189189189,0.682926829,0.230769231,0.118881119,0.284090909,0.345454545
24,15130979,15265142,134164,-,rttn,ENSDARG00000004131, 1, 27.854011816,0.266666667,0.370370370,0.366666667,0.575000000,0.518518519,0.769230769
6,42051480,42114191, 62712,-,grm2a,ENSDARG00000004150, 1,-23.510553032,0.666666667,0.762500000,0.850000000,0.562500000,0.500000000,0.517241379
10,41912084,41921417,  9334,+,orai1b,ENSDARG00000004154, 1, 30.771305286,0.562500000,0.647058824,0.681818182,0.961538462,0.954545455,0.907407407
17,44778166,44923661,145496,+,tmem63c,ENSDARG00000004158, 6, 17.330976449,0.791088117,0.596235246,0.572615664,0.845406926,0.913388213,0.791545117
16, 5896878, 6182429,285552,+,ulk4,ENSDARG00000004176, 1,-79.379157428,1.000000000,0.947368421,1.000000000,0.000000000,0.192307692,0.250000000
10,37266854,37394957,128104,+,nf1b,ENSDARG00000004184, 1,-48.094886922,0.909090909,0.892307692,0.945945946,0.333333333,0.315789474,0.500000000
21, 5167154, 5174054,  6901,+,zgc:122979,ENSDARG00000004187, 1,-64.575685023,1.000000000,0.965517241,1.000000000,0.443396226,0.000000000,0.265306122
16,  248239,  265658, 17420,-,slc6a3,ENSDARG00000004219, 1, 26.045062320,0.015625000,0.000000000,0.083333333,0.333333333,0.376811594,0.000000000
4, 2752852, 2870112,117261,-,pde3a,ENSDARG00000004227, 1, 54.654750815,0.491124260,0.297872340,0.146341463,0.932203390,0.933884298,0.923913043
11,  457423,  474547, 17125,-,zgc:77375,ENSDARG00000004282, 2,-30.147060124,0.726874599,0.427533745,0.692307692,0.151785714,0.542483660,0.104166667
2,49884696,49980227, 95532,-,hecw1b,ENSDARG00000004291, 1,-24.449541284,0.825000000,0.897435897,0.809523810,0.783783784,0.272727273,0.620000000
17,11327164,11331959,  4796,-,irf2bpl,ENSDARG00000004297, 1,-16.995935344,0.771428571,0.621621622,0.741379310,0.566666667,0.751724138,0.272189349
11,40647412,40674070, 26659,+,slc45a1,ENSDARG00000004302, 1, 26.628151261,0.823529412,0.196721311,0.323529412,0.475000000,0.357142857,0.823529412
9,23071149,23120350, 49202,-,lypd6,ENSDARG00000004307, 1, 16.234817814,0.210526316,0.298701299,0.250000000,0.625000000,0.395604396,0.433734940
3,56882832,56898702, 15871,-,ush1ga,ENSDARG00000004322, 1,-26.530612245,0.692307692,0.000000000,0.266666667,0.000000000,0.000000000,0.000000000
16, 4652333, 4686245, 33913,+,LIN28A,ENSDARG00000004328, 1, 33.107088989,0.761904762,0.558823529,0.538461538,0.935483871,0.979166667,0.934782609
4,15603844,15816540,212697,+,exoc4,ENSDARG00000004336, 2, 15.346390173,0.266666667,0.112373737,0.000000000,0.285762483,0.196153846,0.246153846
16,12020543,12049762, 29220,+,gnb3a,ENSDARG00000004358, 2, 61.461739699,0.000000000,0.000000000,0.000000000,0.440522716,0.584955867,0.812500000
10,31936796,32041846,105051,+,lhfpl6,ENSDARG00000004363, 1,-35.787545788,0.964426877,0.952380952,0.952054795,0.718750000,0.000000000,0.666666667
17,14614145,14693576, 79432,-,ppp1r13ba,ENSDARG00000004377, 1,-19.747042024,1.000000000,1.000000000,0.909090909,0.800000000,0.722222222,0.800000000
19,43357075,43432415, 75341,+,yrk,ENSDARG00000004378, 3, 17.623670529,0.801780469,0.565525856,0.839020122,0.917791273,0.941193008,0.913945331
12,30977736,31105906,128171,-,tcf7l2,ENSDARG00000004415, 1,-27.967479675,0.416666667,0.509090909,0.464285714,0.250000000,0.136363636,0.250000000
13,11548454,11570568, 22115,+,desi2,ENSDARG00000004460, 1, 25.873655914,0.555555556,0.730769231,0.692307692,1.000000000,1.000000000,0.878048780
2, 3042992, 3062793, 19802,+,zgc:63882,ENSDARG00000004525, 3,  0.835859860,0.571999320,0.373502915,0.408293461,0.467836257,0.502267574,0.591503268
16,13020776,13111749, 90974,-,prkcg,ENSDARG00000004561, 2, 13.105935026,0.735246889,0.656976744,0.768750000,0.823076923,0.815079365,0.937148218
5,23608026,23621911, 13886,-,mtmr2,ENSDARG00000004616, 1,-32.456140351,0.769230769,0.891304348,0.647058824,0.333333333,0.625000000,0.468750000
1,38649141,38758904,109764,-,gpm6ab,ENSDARG00000004621, 1, 38.622273249,0.727272727,0.533333333,0.500000000,1.000000000,1.000000000,0.900000000
1,52660203,52699063, 38861,+,osbp,ENSDARG00000004634, 2,-16.120416322,0.980685981,0.872377622,0.661764706,0.724137931,0.653846154,0.642857143
20,24817118,24965092,147975,-,epha7,ENSDARG00000004635, 1,-36.132218845,0.942028986,0.931034483,0.860465116,0.550000000,0.666666667,0.488888889
7, 7378920, 7400350, 21431,-,zgc:101810,ENSDARG00000004658, 2,-40.404584864,0.884255319,0.843891403,1.000000000,0.773508595,0.388081395,0.543283582
2,30101131,30116467, 15337,+,dnajb6a,ENSDARG00000004680, 1, 55.601400350,0.210526316,0.320000000,0.117647059,0.988095238,0.800000000,0.611111111
24,20323312,20332460,  9149,+,acaa1,ENSDARG00000004687, 1, 39.187284685,0.000000000,0.000000000,0.054054054,0.240000000,0.318181818,0.563636364
7,52516706,52711935,195230,-,tcf12,ENSDARG00000004714, 4,-39.843971819,0.700320513,0.609422697,0.710683542,0.245779221,0.284632035,0.253478412
20,51004362,51081372, 77011,+,mpp5b,ENSDARG00000004721, 3,-11.529369051,0.931743806,0.897435897,0.784859585,0.763888889,0.721747388,0.735425520
6,13458257,13500745, 42489,-,mylkb,ENSDARG00000004753, 1,-36.619259581,0.825396825,0.666666667,0.875000000,0.484848485,0.615384615,0.060606061
22,14445713,14741491,295779,-,lrp1ba,ENSDARG00000004789, 4, 14.706466627,0.505310458,0.746542028,0.674894958,0.799368351,0.815287068,0.884601500
17,29797876,29904187,106312,-,esrrga,ENSDARG00000004861, 3, 24.460803306,0.393939394,0.512820513,0.396396396,0.726190476,0.666666667,0.684210526
17,51206225,51226800, 20576,-,psen1,ENSDARG00000004870, 1, 56.149068323,0.219780220,0.684210526,0.593750000,0.973684211,0.960317460,0.964285714
20,33601046,33707044,105999,-,rock2b,ENSDARG00000004877, 2, -2.187500000,0.900000000,0.777777778,0.705882353,0.793433544,0.875000000,0.583333333
13,36196778,36266861, 70084,-,slc8a3,ENSDARG00000004931, 1, 17.866093806,0.750000000,0.739130435,0.681818182,0.958333333,0.782608696,0.921568627
22,38822012,38913871, 91860,+,anos1b,ENSDARG00000004932, 3,-22.630018013,0.704009104,0.603158103,0.592118666,0.427133683,0.453093022,0.378750389
12,45186533,45199038, 12506,-,bccip,ENSDARG00000004948, 1,-15.142857143,0.263157895,0.127659574,0.179487179,0.029411765,0.023809524,0.000000000
16, 4615661, 4642578, 26918,-,cyp4t8,ENSDARG00000004964, 6,-36.571288241,0.641544118,0.728070175,0.921703297,0.480690691,0.574076439,0.226628002
21,28956471,29075815,119345,+,ppp3ca,ENSDARG00000004988, 1,-34.042553191,0.000000000,0.571428571,0.266666667,0.000000000,0.000000000,0.000000000
25,35474987,35526166, 51180,-,slc5a12,ENSDARG00000005004, 1, 38.075313808,0.000000000,0.000000000,0.000000000,0.215053763,0.646341463,0.281250000
19,21264008,21416407,152400,+,tshz1,ENSDARG00000005026, 1, 44.759136556,0.021857923,0.010989011,0.093023256,0.579545455,0.447368421,0.457746479
6,48251449,48271687, 20239,+,wnt2ba,ENSDARG00000005050, 1, 27.016949153,0.475000000,0.157894737,0.409090909,0.694915254,0.370967742,0.785714286
10, 2924775, 2945474, 20700,-,oclna,ENSDARG00000005108, 1,-81.746031746,0.916666667,0.772727273,1.000000000,0.037735849,0.200000000,0.069767442
4,75013307,75059322, 46016,-,large1,ENSDARG00000005126,19, -7.784489876,0.853687341,0.899164419,0.854479837,0.777794068,0.798638148,0.788234135
3,56408840,56543751,134912,-,cyth1a,ENSDARG00000005159, 2,-85.129974918,0.857661583,0.956521739,1.000000000,0.104651163,0.154761905,0.000000000
2,42869831,42936509, 66679,+,efr3a,ENSDARG00000005163, 2,-27.000156598,0.890120968,0.814366999,0.941176471,0.578064871,0.587962963,0.641957364
12,31614412,31631297, 16886,+,cpn1,ENSDARG00000005185, 1,-15.630114566,0.909090909,0.921568627,0.937500000,0.700000000,0.869565217,0.750000000
19, 2362552, 2563324,200773,+,sp4,ENSDARG00000005186, 4,-18.317143739,0.645233881,0.532330850,0.634036191,0.236152718,0.490762918,0.456086710
15,35251247,35339302, 88056,+,zgc:158328,ENSDARG00000005216, 2, 22.481684982,0.454545455,0.279411765,0.552631579,0.472222222,0.810893513,0.500000000
24,12629649,12691571, 61923,-,pdcd6,ENSDARG00000005220, 2,  0.146857260,0.654621282,0.683823529,0.640295359,0.733686667,0.661161819,0.581140351
24,24084249,24101132, 16884,+,lipib,ENSDARG00000005332, 1,-16.513761468,0.056603774,0.366666667,0.153846154,0.000000000,0.000000000,0.000000000
23,27358722,27444544, 85823,-,dip2ba,ENSDARG00000005350, 2, 58.950109414,0.372222222,0.282690854,0.486363636,0.933843630,0.963468013,0.964375000
17,10499647,10553538, 53892,+,tyro3,ENSDARG00000005356, 1,-60.246623605,1.000000000,0.977272727,0.828571429,0.190476190,0.600000000,0.375000000
8,13362950,13382351, 19402,+,slc5a5,ENSDARG00000005392, 1, 33.797313797,0.727272727,0.705882353,0.500000000,1.000000000,0.944444444,1.000000000
20,46967269,47053996, 86728,-,dnmt3aa,ENSDARG00000005394, 2, 19.610869354,0.874576271,0.638888889,0.759523810,0.931239389,0.979166667,0.978723404
15,43208593,43240220, 31628,-,wdfy1,ENSDARG00000005425, 1, 19.713930348,0.878787879,0.777777778,0.500000000,1.000000000,0.961538462,0.857142857
18,46361544,46371516,  9973,-,irf2bp1,ENSDARG00000005468, 1, 35.190129296,0.784090909,0.327586207,0.380952381,0.921428571,0.936363636,0.921875000
1,39385876,39779913,394038,+,tenm3,ENSDARG00000005479, 1, 26.560846561,0.312500000,0.282608696,0.315789474,0.500000000,0.500000000,0.658536585
14,47779846,48035073,255228,-,rapgef2,ENSDARG00000005482, 2,-20.258205979,0.651803279,0.508771930,0.657142857,0.459307359,0.412280702,0.403508772
6,46878889,46943245, 64357,-,igfn1.1,ENSDARG00000005526, 1, 51.743462017,0.363636364,0.121212121,0.590909091,0.783783784,0.950000000,0.812500000
4,12929763,12956718, 26956,+,wif1,ENSDARG00000005541, 1,-21.748296391,0.832000000,0.842105263,0.700000000,0.560283688,0.611111111,0.634146341
6,41036757,41060423, 23667,+,entpd8,ENSDARG00000005565, 2,-34.469681364,0.133333333,0.538461538,0.335658915,0.020000000,0.000000000,0.017241379
1,50995156,51015627, 20472,+,ugp2a,ENSDARG00000005578, 1, 28.487318841,0.294117647,0.304347826,0.750000000,0.846153846,1.000000000,0.562500000
2,10603550,10643998, 40449,-,mtf2,ENSDARG00000005590, 2,-45.433920316,0.909441790,0.561292271,0.902508961,0.000000000,0.000000000,0.683544304
2,20723684,20776841, 53158,+,rxrga,ENSDARG00000005593, 1,-33.333333333,1.000000000,0.864864865,0.941176471,0.400000000,0.650000000,0.612244898
2,29902294,29925630, 23337,-,paxip1,ENSDARG00000005606, 1, 32.039337474,1.000000000,0.607142857,0.266666667,0.973684211,0.857142857,0.882352941
10,31298972,31565049,266078,-,robo3,ENSDARG00000005645, 3, 19.139164185,0.500000000,0.584215168,0.517399267,0.720971314,0.777777778,0.723076923
20,41019054,41242638,223585,+,man1a1,ENSDARG00000005652, 2, 42.193205857,0.588235294,0.641521599,0.178571429,0.871376812,0.909722222,0.960061444
11, 3523358, 3537581, 14224,-,ddx19,ENSDARG00000005699, 1,-42.623835126,0.923076923,0.921658986,0.949494949,0.500000000,0.459459459,0.569306931
