ovIndex,chr,start.x,end.x,strand.x,pvalue,qvalue,meth.diff,seqnames,start.y,end.y,width,strand.y,gene_id,gene_name
16,1,133526,133526,-,2.16541893017607e-07,5.82140796516574e-06,-15.15625,NA,NA,NA,NA,NA,NA,NA
17,1,158514,158514,-,4.85641868770855e-06,0.000109693370053606,-20.1187916026626,1,157364,159563,2200,-,ENSDARG00000013802,pcid2
18,1,170449,170449,+,0.00127262664729745,0.0165987399051919,-18.1784820683903,NA,NA,NA,NA,NA,NA,NA
19,1,323268,323268,+,1.84361410554348e-08,5.57925614412256e-07,30.0862068965517,NA,NA,NA,NA,NA,NA,NA
20,1,331642,331642,-,0.0038643478306073,0.040057982078648,15.3891859774213,NA,NA,NA,NA,NA,NA,NA
21,1,397424,397424,-,1.21596400818101e-14,6.39181552112514e-13,15.884476534296,NA,NA,NA,NA,NA,NA,NA
22,1,511956,511956,+,1.7443807083622e-46,5.71915102736428e-44,57.3063576454108,NA,NA,NA,NA,NA,NA,NA
23,1,511957,511957,-,5.72709259568372e-42,1.50379757579563e-39,50.4741938704203,NA,NA,NA,NA,NA,NA,NA
24,1,604897,604897,-,3.338884622901e-08,9.83304002108547e-07,27.4226671800796,NA,NA,NA,NA,NA,NA,NA
25,1,604921,604921,-,2.13761200128287e-05,0.000436980596768368,-26.9817949536889,NA,NA,NA,NA,NA,NA,NA
26,1,604946,604946,-,3.04648954581043e-08,9.01796923601066e-07,-34.2124542124542,NA,NA,NA,NA,NA,NA,NA
27,1,605625,605625,+,0.00114056401529111,0.0151637052899245,20.7183098591549,NA,NA,NA,NA,NA,NA,NA
28,1,637226,637226,-,4.24595278174717e-29,5.64984202637434e-27,-33.6468086846302,NA,NA,NA,NA,NA,NA,NA
29,1,637245,637245,-,3.55450911196054e-25,3.79273874550512e-23,22.7148292034864,NA,NA,NA,NA,NA,NA,NA
30,1,637282,637282,-,3.75705513040951e-09,1.22184500280544e-07,-15.1941992044976,NA,NA,NA,NA,NA,NA,NA
31,1,637307,637307,-,7.80236121036939e-09,2.45753689209637e-07,19.0695663974347,NA,NA,NA,NA,NA,NA,NA
32,1,637320,637320,+,6.5362766532573e-11,2.51325100032627e-09,-43.3858050262358,NA,NA,NA,NA,NA,NA,NA
33,1,637349,637349,+,1.01001091797056e-05,0.000216929578631174,16.504854368932,NA,NA,NA,NA,NA,NA,NA
34,1,646542,646542,-,1.61443339512394e-08,4.91575670500528e-07,-36.0765259641664,NA,NA,NA,NA,NA,NA,NA
35,1,681617,681617,-,0.000254356122159734,0.00414701643487135,-15.8498023715415,1,680917,683116,2200,-,ENSDARG00000103519,adamts1
36,1,681639,681639,-,0.00020528537250493,0.00342991991525952,-15.9893048128342,1,680917,683116,2200,-,ENSDARG00000103519,adamts1
37,1,748286,748286,-,1.89993591089183e-05,0.000391636251870043,15.1358695652174,NA,NA,NA,NA,NA,NA,NA
38,1,797440,797440,+,9.16480923695749e-14,4.50275185678275e-12,36.046511627907,NA,NA,NA,NA,NA,NA,NA
39,1,797443,797443,+,5.74969454046531e-13,2.6459106606486e-11,33.3333333333333,NA,NA,NA,NA,NA,NA,NA
40,1,797472,797472,+,3.13049630515671e-14,1.59160672358957e-12,36.3636363636364,NA,NA,NA,NA,NA,NA,NA
41,1,844086,844086,-,0.000625062638865273,0.00911060780628037,15.4364080262455,NA,NA,NA,NA,NA,NA,NA
42,1,854256,854256,-,3.40919704216948e-06,7.86871219946573e-05,18.3548387096774,NA,NA,NA,NA,NA,NA,NA
43,1,906980,906980,+,6.48314144529136e-06,0.000143439651180049,26.253155427335,NA,NA,NA,NA,NA,NA,NA
44,1,906981,906981,-,1.67155282193783e-10,6.20228138070862e-09,32.7826086956522,NA,NA,NA,NA,NA,NA,NA
45,1,913831,913831,+,1.2780348743292e-10,4.78773412118655e-09,52.2068095838588,NA,NA,NA,NA,NA,NA,NA
46,1,914208,914208,-,5.53204844149683e-06,0.000123710534024372,28.4033613445378,NA,NA,NA,NA,NA,NA,NA
47,1,914231,914231,-,1.26072151547079e-08,3.8838717126638e-07,23.821436016558,NA,NA,NA,NA,NA,NA,NA
48,1,914245,914245,+,4.18201253662451e-34,7.2728999841479e-32,19.9323419605866,NA,NA,NA,NA,NA,NA,NA
49,1,914261,914261,+,1.15409267975677e-51,4.85922715948498e-49,36.0986855966678,NA,NA,NA,NA,NA,NA,NA
50,1,914293,914293,-,4.66394651708639e-12,1.98362820655076e-10,23.9980241365283,NA,NA,NA,NA,NA,NA,NA
51,1,949136,949136,-,4.8993586397669e-15,2.65565848263091e-13,48.1766124171187,NA,NA,NA,NA,NA,NA,NA
52,1,1281404,1281404,+,6.00648332520528e-07,1.53079945991521e-05,34.8688873139617,NA,NA,NA,NA,NA,NA,NA
53,1,1327269,1327269,+,0.00337626872110374,0.0361244595305341,20.2212389380531,NA,NA,NA,NA,NA,NA,NA
54,1,1327275,1327275,+,0.00196735110047664,0.0236616251607862,20.4453441295547,NA,NA,NA,NA,NA,NA,NA
55,1,1327276,1327276,-,5.22318115142087e-05,0.000996767641747776,25.8090080570598,NA,NA,NA,NA,NA,NA,NA
56,1,1327298,1327298,-,0.00317964709390032,0.0344993861849029,21.3526959795617,NA,NA,NA,NA,NA,NA,NA
57,1,1411174,1411174,+,0.00453053740055829,0.0451643348998025,18.7321530553969,NA,NA,NA,NA,NA,NA,NA
58,1,1454257,1454257,-,1.09313076793083e-11,4.49992147121676e-10,35.9336609336609,NA,NA,NA,NA,NA,NA,NA
59,1,1580819,1580819,+,0.00210688068465092,0.0249985105028852,31.0606060606061,NA,NA,NA,NA,NA,NA,NA
60,1,1711830,1711830,+,9.87489384078585e-13,4.45072239094669e-11,27.7227722772277,1,1710140,1712339,2200,+,ENSDARG00000002791,atp1a1a.1
61,1,1733607,1733607,-,0.00015400205762522,0.0026501214521337,-16.8421052631579,NA,NA,NA,NA,NA,NA,NA
62,1,1934681,1934681,-,0.00242490613676276,0.0279500252652206,16.2210338680927,NA,NA,NA,NA,NA,NA,NA
63,1,1957404,1957404,+,0.000403120151479229,0.00622227450401667,-21.1140583554377,NA,NA,NA,NA,NA,NA,NA
64,1,2092651,2092651,+,4.29423158337106e-50,1.64526206406081e-47,-48.1327260897853,NA,NA,NA,NA,NA,NA,NA
65,1,2092706,2092706,+,2.08316825122138e-48,7.37823225438631e-46,-49.3463477078166,NA,NA,NA,NA,NA,NA,NA
66,1,2092788,2092788,+,2.96097291182749e-09,9.74249174770032e-08,-50.5872483221477,NA,NA,NA,NA,NA,NA,NA
67,1,2093135,2093135,-,5.93683841096065e-08,1.70211788105747e-06,-32.4584475907997,NA,NA,NA,NA,NA,NA,NA
68,1,2094505,2094505,+,1.77310181502505e-12,7.82923837469765e-11,-22.283277560311,NA,NA,NA,NA,NA,NA,NA
69,1,2098578,2098578,+,4.60895207167918e-09,1.48464962614683e-07,37.0015948963317,NA,NA,NA,NA,NA,NA,NA
70,1,2125331,2125331,+,0.000692129198926401,0.00994439716541108,-28.2417582417582,NA,NA,NA,NA,NA,NA,NA
71,1,2144247,2144247,+,0.000108504860727358,0.00193506633845607,18.9987431922916,NA,NA,NA,NA,NA,NA,NA
72,1,2144301,2144301,+,0.00231369661620826,0.0269341563701311,20.076137046684,NA,NA,NA,NA,NA,NA,NA
73,1,2155167,2155167,+,0.000421445828581341,0.00647234949729276,20.756964203004,NA,NA,NA,NA,NA,NA,NA
74,1,2155216,2155216,+,0.00123858957683542,0.0162260498317297,19.410815173527,NA,NA,NA,NA,NA,NA,NA
75,1,2155223,2155223,-,0.000634755800867672,0.00923327332314308,17.5111111111111,NA,NA,NA,NA,NA,NA,NA
76,1,2178826,2178826,+,2.34442656927802e-05,0.000475902145723042,21.9939094698874,NA,NA,NA,NA,NA,NA,NA
77,1,2178831,2178831,+,4.59406101926175e-05,0.000886607470574938,21.1052631578947,NA,NA,NA,NA,NA,NA,NA
78,1,2228337,2228337,+,0.00130255828789398,0.016915956938916,-15.1452784503632,NA,NA,NA,NA,NA,NA,NA
79,1,2228338,2228338,-,0.000104128125508155,0.00186349267362373,-20.6466113416321,NA,NA,NA,NA,NA,NA,NA
80,1,2307657,2307657,+,2.42411631088996e-05,0.000490915965302753,-24.5238095238095,NA,NA,NA,NA,NA,NA,NA
81,1,2495913,2495913,-,0.00035518136146549,0.00556916172735117,-15.7894736842105,NA,NA,NA,NA,NA,NA,NA
82,1,2498157,2498157,+,0.00297374512125518,0.0327521573111696,15.9110723626853,NA,NA,NA,NA,NA,NA,NA
83,1,2498158,2498158,-,2.70561848958119e-06,6.33125662617446e-05,27.7098674521355,NA,NA,NA,NA,NA,NA,NA
84,1,2498170,2498170,-,0.000134315946475124,0.00234423411885814,21.4263920671243,NA,NA,NA,NA,NA,NA,NA
85,1,2498188,2498188,-,2.42489079320062e-05,0.000491056233707215,20.8704693998812,NA,NA,NA,NA,NA,NA,NA
86,1,2498194,2498194,+,0.00261644403459786,0.0296446179204311,16.699626455724,NA,NA,NA,NA,NA,NA,NA
87,1,2498195,2498195,-,0.00109175577368908,0.0146135681026842,19.4942121949421,NA,NA,NA,NA,NA,NA,NA
88,1,2498199,2498199,+,0.00324718870804193,0.0350616183162515,16.1748633879781,NA,NA,NA,NA,NA,NA,NA
89,1,2498200,2498200,-,0.000129234930655034,0.00226477775793766,20.6612556696109,NA,NA,NA,NA,NA,NA,NA
90,1,2498284,2498284,+,0.000275116118654839,0.00444274962613628,21.1226611226611,NA,NA,NA,NA,NA,NA,NA
91,1,2498285,2498285,-,3.55253003684909e-07,9.31138691414986e-06,28.32075086717,NA,NA,NA,NA,NA,NA,NA
92,1,2498292,2498292,-,0.000469248840578954,0.00711164478768211,19.5356037151703,NA,NA,NA,NA,NA,NA,NA
93,1,2603120,2603120,+,0.00329699338839501,0.0354736223017763,-19.2421220582369,NA,NA,NA,NA,NA,NA,NA
94,1,2659380,2659380,-,5.02617864231355e-21,4.15320017434026e-19,-63.8095238095238,NA,NA,NA,NA,NA,NA,NA
95,1,2691511,2691511,+,9.79884812927376e-08,2.74279228220572e-06,18.7132939876184,NA,NA,NA,NA,NA,NA,NA
96,1,2691577,2691577,+,7.51687239770956e-07,1.89242234634958e-05,-20.7043489159042,NA,NA,NA,NA,NA,NA,NA
97,1,2803845,2803845,-,2.55051556280662e-05,0.000514843469486795,20.4453067257945,NA,NA,NA,NA,NA,NA,NA
98,1,3057464,3057464,+,1.15951589613352e-43,3.28777753355251e-41,-49.29303447142,NA,NA,NA,NA,NA,NA,NA
99,1,3057465,3057465,-,1.11332586804857e-29,1.53276810259926e-27,-40.0334281650071,NA,NA,NA,NA,NA,NA,NA
100,1,3057511,3057511,+,3.37789071014193e-38,7.32185102579159e-36,-46.0238036405568,NA,NA,NA,NA,NA,NA,NA
101,1,3057512,3057512,-,1.04216289765477e-27,1.28685640518753e-25,-38.6602870813397,NA,NA,NA,NA,NA,NA,NA
102,1,3057513,3057513,+,1.79718419305653e-19,1.3394857251885e-17,-24.6869459219858,NA,NA,NA,NA,NA,NA,NA
103,1,3057514,3057514,-,4.20912394999311e-28,5.29993068804008e-26,-30.9310866883481,NA,NA,NA,NA,NA,NA,NA
104,1,3122843,3122843,+,5.47769268395987e-25,5.79432460255042e-23,-71.4285714285714,NA,NA,NA,NA,NA,NA,NA
105,1,3122844,3122844,-,6.59638606194296e-32,1.02188011527156e-29,-96.8253968253968,NA,NA,NA,NA,NA,NA,NA
106,1,3147773,3147773,+,0.000883854326706382,0.012234410969312,19.047619047619,NA,NA,NA,NA,NA,NA,NA
107,1,3202877,3202877,+,3.34830237003041e-18,2.29671403149602e-16,-54.7882250652093,NA,NA,NA,NA,NA,NA,NA
108,1,3225870,3225870,-,1.91951327679809e-06,4.57834144662217e-05,-27.4409970830019,NA,NA,NA,NA,NA,NA,NA
109,1,3225883,3225883,-,2.32930869898986e-07,6.24521161897166e-06,-27.6326207442597,NA,NA,NA,NA,NA,NA,NA
110,1,3225903,3225903,-,0.000202140341696144,0.00338321380714354,-19.9614065180103,NA,NA,NA,NA,NA,NA,NA
111,1,3225905,3225905,-,1.18325012325399e-06,2.90468450032095e-05,-27.772536687631,NA,NA,NA,NA,NA,NA,NA
112,1,3227233,3227233,+,2.65349665402929e-09,8.77072393329822e-08,21.2303434609176,NA,NA,NA,NA,NA,NA,NA
113,1,3227234,3227234,-,1.12468470379551e-16,6.91388817282491e-15,26.3138549751594,NA,NA,NA,NA,NA,NA,NA
114,1,3265977,3265977,+,1.87749418563633e-12,8.27631612292149e-11,-57.2365954255718,NA,NA,NA,NA,NA,NA,NA
115,1,3318085,3318085,+,3.80788727473622e-18,2.60095678404618e-16,-62.8974358974359,NA,NA,NA,NA,NA,NA,NA
116,1,3378286,3378286,+,1.28029813139268e-10,4.79561381086731e-09,31.7187217442972,NA,NA,NA,NA,NA,NA,NA
117,1,3378298,3378298,+,6.01459228626462e-11,2.3196460465329e-09,29.8717948717949,NA,NA,NA,NA,NA,NA,NA
118,1,3378329,3378329,+,4.12207550274537e-12,1.75965072324919e-10,31.4663128749423,NA,NA,NA,NA,NA,NA,NA
119,1,3378330,3378330,-,0.00109035266583533,0.0145986952391269,17.1517547011618,NA,NA,NA,NA,NA,NA,NA
120,1,3378336,3378336,+,7.65042483382483e-11,2.92533973380912e-09,29.8672828534186,NA,NA,NA,NA,NA,NA,NA
121,1,3378344,3378344,+,1.67629412484961e-13,8.0634459741323e-12,33.8107869142352,NA,NA,NA,NA,NA,NA,NA
122,1,3378357,3378357,+,7.64753025195555e-15,4.08694563700891e-13,35.4296339792523,NA,NA,NA,NA,NA,NA,NA
123,1,3378369,3378369,+,6.49100784769137e-10,2.28069582740188e-08,27.9496631989346,NA,NA,NA,NA,NA,NA,NA
124,1,3378377,3378377,+,2.33315375115199e-12,1.0188954326794e-10,32.3473433782712,NA,NA,NA,NA,NA,NA,NA
125,1,3378378,3378378,-,0.00434141792854843,0.0437441903062421,15.0217016469469,NA,NA,NA,NA,NA,NA,NA
126,1,3378385,3378385,-,0.00312492329436229,0.0340292822481623,15.6034687574246,NA,NA,NA,NA,NA,NA,NA
127,1,3378395,3378395,-,0.00131528598399056,0.0170495142498885,16.8403401604983,NA,NA,NA,NA,NA,NA,NA
128,1,3429258,3429258,+,0.000270515375610007,0.00437764420433631,-18.1040350024307,NA,NA,NA,NA,NA,NA,NA
129,1,3429259,3429259,-,1.19321100940624e-07,3.30338840247567e-06,-28.8595898129367,NA,NA,NA,NA,NA,NA,NA
130,1,3429421,3429421,-,1.84450226987203e-06,4.41152917810549e-05,-23.1099636729192,NA,NA,NA,NA,NA,NA,NA
131,1,3496507,3496507,-,0.000169186052851109,0.00288436122604287,23.0634166494526,NA,NA,NA,NA,NA,NA,NA
132,1,3532939,3532939,+,2.00237315821304e-09,6.69339010440306e-08,-30.6985294117647,NA,NA,NA,NA,NA,NA,NA
133,1,3533747,3533747,+,0.000203258649628463,0.00340012875535226,19.4545454545455,NA,NA,NA,NA,NA,NA,NA
134,1,3639010,3639010,+,6.91957990889251e-54,3.17404708518934e-51,-85.1063829787234,NA,NA,NA,NA,NA,NA,NA
135,1,3653314,3653314,-,0.000143991152539473,0.00249509683777523,-28.3777239709443,NA,NA,NA,NA,NA,NA,NA
136,1,3680134,3680134,-,4.36930330923252e-05,0.000846936453374714,16.1632414247056,NA,NA,NA,NA,NA,NA,NA
137,1,3759205,3759205,+,1.40024904805748e-15,7.94299266833023e-14,-30.176020206804,1,3757924,3760123,2200,+,ENSDARG00000088916,5S_rRNA
138,1,3759206,3759206,-,3.44214508639768e-30,4.86053215696993e-28,-41.9146482122261,NA,NA,NA,NA,NA,NA,NA
139,1,3767985,3767985,+,3.53550419426035e-10,1.27318546613972e-08,-39.531405782652,NA,NA,NA,NA,NA,NA,NA
140,1,3768253,3768253,+,2.50817844781644e-06,5.89776166427531e-05,17.2343903236352,NA,NA,NA,NA,NA,NA,NA
141,1,3768293,3768293,+,3.00931690712327e-09,9.89450409981545e-08,-30.4,NA,NA,NA,NA,NA,NA,NA
142,1,3768294,3768294,-,3.82635208007313e-42,1.01001278949209e-39,46.6148788791923,NA,NA,NA,NA,NA,NA,NA
143,1,3832709,3832709,-,0.00314383568217467,0.0341899318255978,18.0277349768875,NA,NA,NA,NA,NA,NA,NA
144,1,3888591,3888591,+,1.32597942159162e-14,6.95488741513599e-13,22.5182083435419,NA,NA,NA,NA,NA,NA,NA
145,1,3888606,3888606,+,4.90011000125382e-22,4.33948218608186e-20,-21.2962962962963,NA,NA,NA,NA,NA,NA,NA
146,1,3888633,3888633,+,6.15511485677997e-08,1.76200438030611e-06,19.3092369477912,NA,NA,NA,NA,NA,NA,NA
147,1,3916308,3916308,+,1.32775935574516e-33,2.2516605642671e-31,44.9261894390397,NA,NA,NA,NA,NA,NA,NA
148,1,3916318,3916318,+,9.31563620456678e-06,0.000201095728982417,-16.6308488815083,NA,NA,NA,NA,NA,NA,NA
149,1,3916320,3916320,+,5.26548656476667e-05,0.00100417028599552,16.0055015227429,NA,NA,NA,NA,NA,NA,NA
150,1,3916326,3916326,+,2.7027480477997e-05,0.000543162610291283,-15.8272820312881,NA,NA,NA,NA,NA,NA,NA
151,1,3916354,3916354,+,4.26282851417198e-10,1.52303875366132e-08,-22.9394812680115,NA,NA,NA,NA,NA,NA,NA
152,1,3916365,3916365,+,2.44791590229563e-12,1.06730336509409e-10,-21.7171717171717,NA,NA,NA,NA,NA,NA,NA
153,1,3918928,3918928,-,1.35952715366289e-13,6.585111432882e-12,-45.1340683272084,NA,NA,NA,NA,NA,NA,NA
154,1,3969438,3969438,+,7.43960290215681e-17,4.62795260981193e-15,-54.585831667777,NA,NA,NA,NA,NA,NA,NA
155,1,3969439,3969439,-,7.47053870329347e-17,4.64575181487746e-15,-47.029702970297,NA,NA,NA,NA,NA,NA,NA
156,1,4019095,4019095,+,3.49131862013131e-22,3.11996360320005e-20,51.7123287671233,NA,NA,NA,NA,NA,NA,NA
157,1,4019096,4019096,-,5.20809650293686e-24,5.20364176896645e-22,47.8143854252928,NA,NA,NA,NA,NA,NA,NA
158,1,4023768,4023768,-,2.31253161407558e-32,3.65898584895395e-30,47.0119521912351,NA,NA,NA,NA,NA,NA,NA
159,1,4092115,4092115,-,1.36758792183453e-16,8.35489363786287e-15,42.2818791946309,NA,NA,NA,NA,NA,NA,NA
160,1,4209706,4209706,+,2.67807801702501e-15,1.48394005446003e-13,-46.7656765676568,NA,NA,NA,NA,NA,NA,NA
161,1,4209722,4209722,+,3.35013224409969e-09,1.09526681715252e-07,-47.2195589645254,NA,NA,NA,NA,NA,NA,NA
162,1,4210992,4210992,+,7.85361824877172e-05,0.0014434701183889,18.3157309616454,NA,NA,NA,NA,NA,NA,NA
163,1,4216139,4216139,-,7.6237467896598e-05,0.00140522383755104,16.2280701754386,NA,NA,NA,NA,NA,NA,NA
164,1,4234176,4234176,+,2.79241586674483e-42,7.41989123847971e-40,-70.5132254243979,NA,NA,NA,NA,NA,NA,NA
165,1,4234177,4234177,-,3.66625054005719e-36,7.16514765377451e-34,-72.7408142999007,NA,NA,NA,NA,NA,NA,NA
166,1,4265544,4265544,-,0.00166466281503254,0.0206742908108476,19.5589645254075,NA,NA,NA,NA,NA,NA,NA
167,1,4328028,4328028,-,1.44852388640485e-17,9.47551874448823e-16,30.9143686502177,NA,NA,NA,NA,NA,NA,NA
168,1,4363890,4363890,+,0.00191491117995687,0.02316138686723,19.6741854636591,NA,NA,NA,NA,NA,NA,NA
169,1,4363946,4363946,+,0.000204726908122616,0.00342125597145098,22.0833333333333,NA,NA,NA,NA,NA,NA,NA
170,1,4363947,4363947,-,0.00177505730953108,0.0217895979784296,20.0649350649351,NA,NA,NA,NA,NA,NA,NA
171,1,4363991,4363991,-,0.00208207068071098,0.0247629000050285,20.6493506493507,NA,NA,NA,NA,NA,NA,NA
172,1,4389843,4389843,-,0.000841234619219276,0.0117305250226694,15.6818181818182,NA,NA,NA,NA,NA,NA,NA
173,1,4432505,4432505,-,1.40026539525353e-05,0.000294445078549048,21.2233169129721,NA,NA,NA,NA,NA,NA,NA
174,1,4498950,4498950,-,1.10461063515097e-07,3.07142143951378e-06,15.4764448242709,NA,NA,NA,NA,NA,NA,NA
175,1,4498960,4498960,-,1.01284848601605e-07,2.82898971202164e-06,17.7165562913907,NA,NA,NA,NA,NA,NA,NA
176,1,4499411,4499411,+,1.98308786095837e-09,6.63188046634985e-08,17.9627783316716,NA,NA,NA,NA,NA,NA,NA
177,1,4522728,4522728,-,0.00352848591224565,0.0373884010319201,21.5617715617716,NA,NA,NA,NA,NA,NA,NA
178,1,4522784,4522784,-,0.000152681226665912,0.00263025881425348,19.6644097733294,NA,NA,NA,NA,NA,NA,NA
179,1,4586544,4586544,-,1.48085913050521e-13,7.15432228657323e-12,-64.8148148148148,NA,NA,NA,NA,NA,NA,NA
180,1,4590523,4590523,+,7.65262205224914e-41,1.90044241614752e-38,-74.4041127901542,NA,NA,NA,NA,NA,NA,NA
181,1,4818816,4818816,+,1.60605665011419e-06,3.87179399427843e-05,17.6347462061748,NA,NA,NA,NA,NA,NA,NA
182,1,5009530,5009530,+,0.00085998741398813,0.0119525752575176,-26.6071428571429,NA,NA,NA,NA,NA,NA,NA
183,1,5009531,5009531,-,3.09126448792354e-05,0.000615387550730771,-31.0708898944193,NA,NA,NA,NA,NA,NA,NA
184,1,5176594,5176594,+,6.24026687170115e-09,1.98466738853562e-07,35.3160328879753,NA,NA,NA,NA,NA,NA,NA
185,1,5176595,5176595,-,5.66841150934648e-16,3.31123513687792e-14,40.8627858627859,NA,NA,NA,NA,NA,NA,NA
186,1,5200708,5200708,+,1.96207152488533e-08,5.91893086334359e-07,24.024864024864,NA,NA,NA,NA,NA,NA,NA
187,1,5200767,5200767,+,2.83081434801252e-05,0.000567038362365598,16.0798553030612,NA,NA,NA,NA,NA,NA,NA
188,1,5201862,5201862,-,0.000243847730046528,0.00399662785948163,17.8452425027768,NA,NA,NA,NA,NA,NA,NA
189,1,5211311,5211311,-,1.2810733029092e-21,1.10434843759212e-19,-41.4996964177292,NA,NA,NA,NA,NA,NA,NA
190,1,5228924,5228924,+,3.39891936418524e-23,3.22981512450226e-21,-19.6763353378139,NA,NA,NA,NA,NA,NA,NA
191,1,5228961,5228961,+,1.04808390142781e-40,2.58993430314449e-38,-32.0819272590926,NA,NA,NA,NA,NA,NA,NA
192,1,5228962,5228962,-,4.9994611905185e-31,7.38092652519764e-29,-28.0720798957881,NA,NA,NA,NA,NA,NA,NA
193,1,5228973,5228973,+,6.07379827263745e-51,2.44249070982612e-48,-36.7689021133745,NA,NA,NA,NA,NA,NA,NA
194,1,5228974,5228974,-,1.61804322955641e-43,4.54709074242619e-41,-35.2894048397646,NA,NA,NA,NA,NA,NA,NA
195,1,5228990,5228990,+,3.82407165992483e-29,5.10204769740533e-27,-24.3106704796292,NA,NA,NA,NA,NA,NA,NA
196,1,5228991,5228991,-,4.26287941011979e-28,5.3664908012969e-26,-23.3063765604441,NA,NA,NA,NA,NA,NA,NA
197,1,5229001,5229001,-,6.1411764644582e-34,1.05910380435743e-31,-27.7587048486821,NA,NA,NA,NA,NA,NA,NA
198,1,5317263,5317263,-,0.000610788009452538,0.00893118728660854,27.2321428571429,NA,NA,NA,NA,NA,NA,NA
199,1,5399657,5399657,+,1.44281685269728e-07,3.95916047035493e-06,32.4687553501113,NA,NA,NA,NA,NA,NA,NA
200,1,5399712,5399712,-,9.04094552070594e-13,4.08836601356861e-11,28.4011070896317,NA,NA,NA,NA,NA,NA,NA
201,1,5408974,5408974,+,1.07883431049923e-18,7.61871321707368e-17,39.199443321515,NA,NA,NA,NA,NA,NA,NA
202,1,5408975,5408975,-,4.46866832917004e-24,4.48426168442168e-22,43.6274509803922,NA,NA,NA,NA,NA,NA,NA
203,1,5496042,5496042,+,1.09225960993149e-10,4.12112232115249e-09,43.7254901960784,NA,NA,NA,NA,NA,NA,NA
204,1,5512862,5512862,+,0.00056845160148404,0.0084013993811626,16.2466246624662,NA,NA,NA,NA,NA,NA,NA
205,1,5512893,5512893,+,0.000329676896825875,0.0052138131293552,18.9243924392439,NA,NA,NA,NA,NA,NA,NA
206,1,5512894,5512894,-,6.909279978643e-06,0.00015226717244193,26.6379190429823,NA,NA,NA,NA,NA,NA,NA
207,1,5520538,5520538,+,2.57619166279371e-09,8.52318647802547e-08,-26.8571428571429,NA,NA,NA,NA,NA,NA,NA
208,1,5707058,5707058,-,5.40599425124189e-05,0.00102887322209095,-18.3253260123542,NA,NA,NA,NA,NA,NA,NA
209,1,5709698,5709698,+,0.00277240754981645,0.0310273399923966,-16.4814814814815,NA,NA,NA,NA,NA,NA,NA
210,1,5711668,5711668,+,0.00178570007087215,0.0218906828773835,18.3227291187221,NA,NA,NA,NA,NA,NA,NA
211,1,5843504,5843504,+,0.00409980581730508,0.041884377121015,15.4980804202869,NA,NA,NA,NA,NA,NA,NA
212,1,5843551,5843551,+,0.000665565739109416,0.00961523603017524,18.3673469387755,NA,NA,NA,NA,NA,NA,NA
213,1,5891688,5891688,-,1.00228647532125e-05,0.000215324483546945,-24.9613956011853,NA,NA,NA,NA,NA,NA,NA
214,1,6037256,6037256,+,0.00164328815268588,0.0204634707278122,21.4880952380952,NA,NA,NA,NA,NA,NA,NA
215,1,6037294,6037294,+,0.00185517254597403,0.0225744464229617,24.5238095238095,NA,NA,NA,NA,NA,NA,NA
216,1,6037322,6037322,+,0.00222110495299555,0.026070244419714,24.3243243243243,NA,NA,NA,NA,NA,NA,NA
217,1,6120881,6120881,-,1.35271998582745e-73,1.31116889388505e-70,-64.771145500696,NA,NA,NA,NA,NA,NA,NA
