seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
17,48431817,48434016,2200,+,LO018422.1,ENSDARG00000001937, 6, 5.550800e-01,0.6769843651,0.6742521368,0.7494949495,0.6665726766,0.7107849637,0.7016348117
7,25013151,25015350,2200,+,b3gat3,ENSDARG00000001939, 1,-2.303687e+00,0.9147286822,0.9361702128,0.9010989011,0.9204545455,0.8920454545,0.7000000000
7,42458302,42460501,2200,+,adamts18,ENSDARG00000001999, 3, 1.704133e+00,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0166666667,0.0204138322
10,41302710,41304909,2200,-,brf2,ENSDARG00000002060, 5, 1.669829e-02,0.0000000000,0.0146341463,0.0000000000,0.0000000000,0.0095238095,0.0133333333
13,31646271,31648470,2200,+,mnat1,ENSDARG00000002077,20, 2.611444e-02,0.0065761887,0.0067356488,0.0060816327,0.0091671173,0.0059510634,0.0043524294
4,17640731,17642930,2200,+,cwf19l1,ENSDARG00000002128, 6,-7.970227e-03,0.0000000000,0.0054644809,0.0090090090,0.0109079517,0.0017182131,0.0078442230
8,54077541,54079740,2200,-,rho,ENSDARG00000002193, 3, 1.546616e+00,0.9527378842,0.9270482604,0.9219858156,0.9399663300,0.9735274089,0.9503628301
13,36862840,36865039,2200,-,pygl,ENSDARG00000002197, 2,-8.659145e-01,0.0000000000,0.0000000000,0.0285714286,0.0000000000,0.0000000000,0.0113636364
5,72324172,72326371,2200,-,tbx3a,ENSDARG00000002216,12,-4.882526e-02,0.0019048241,0.0018115942,0.0173250173,0.0059139274,0.0024430484,0.0056261770
16,44673652,44675851,2200,-,dcaf13,ENSDARG00000002267, 4,-2.883335e-01,0.0023148148,0.0037313433,0.0106382979,0.0029761905,0.0013812155,0.0000000000
1,45669687,45671886,2200,+,mcoln1a,ENSDARG00000002285, 4, 1.891716e-01,0.0000000000,0.0078125000,0.0000000000,0.0045454545,0.0062500000,0.0059523810
9,55594766,55596965,2200,-,arsh,ENSDARG00000002299, 1, 7.056937e-01,0.0119047619,0.0000000000,0.0000000000,0.0270270270,0.0000000000,0.0156250000
2,11203795,11205994,2200,+,lhx8a,ENSDARG00000002330, 2, 1.608161e-01,0.0555555556,0.0217391304,0.0454545455,0.0384615385,0.0183501684,0.0480769231
15,20468103,20470302,2200,-,dlc,ENSDARG00000002336, 3,-1.154198e-01,0.0000000000,0.0151515152,0.0000000000,0.0000000000,0.0000000000,0.0142101285
3,15496411,15498610,2200,-,sgf29,ENSDARG00000002339, 3, 8.351955e+00,0.8717948718,0.8765432099,0.8376068376,0.9168974106,0.9800950683,0.9464925755
5,42122706,42124905,2200,+,shpk,ENSDARG00000002355, 6,-8.006520e-02,0.0039682540,0.0087719298,0.0000000000,0.0041834594,0.0026666667,0.0028735632
12,20120512,20122711,2200,-,ubald1a,ENSDARG00000002362, 2, 6.753247e-01,0.0000000000,0.0064102564,0.0000000000,0.0000000000,0.0312500000,0.0084745763
20, 9427822, 9430021,2200,-,rdh14b,ENSDARG00000002467, 6,-1.112907e-01,0.0012254902,0.0022222222,0.0095238095,0.0006535948,0.0028464461,0.0031008423
7,41881039,41883238,2200,-,zgc:92818,ENSDARG00000002506, 5,-3.865534e-01,0.0130579614,0.0040000000,0.0000000000,0.0087922705,0.0000000000,0.0064004096
9,21067772,21069971,2200,-,tbx15,ENSDARG00000002582, 1,-5.347594e-01,0.0000000000,0.0243902439,0.0000000000,0.0000000000,0.0000000000,0.0000000000
21,43021849,43024048,2200,-,dpysl3,ENSDARG00000002587, 3, 7.271479e-01,0.0000000000,0.0000000000,0.0000000000,0.0114942529,0.0043859649,0.0070921986
12,15000757,15002956,2200,+,mylpfb,ENSDARG00000002589, 4,-1.347940e-01,0.0058139535,0.0040322581,0.0135135135,0.0040322581,0.0037878788,0.0106382979
6,40830635,40832834,2200,+,ruvbl1,ENSDARG00000002591, 4,-2.204837e+00,0.0131578947,0.0119318182,0.0519750520,0.0000000000,0.0073529412,0.0098039216
21,19443942,19446141,2200,+,slc45a2,ENSDARG00000002593, 2, 5.691389e+00,0.7205882353,0.7040816327,0.7500000000,0.7916666667,0.7894088670,0.7641509434
7,24838658,24840857,2200,-,fam113,ENSDARG00000002685, 4,-5.458112e+00,0.6400375940,0.6107594937,0.5749259798,0.4868729341,0.5332954545,0.6482237888
18, 7056561, 7058760,2200,-,utp15,ENSDARG00000002720,23, 1.324287e+00,0.9337033409,0.9500485322,0.9240448633,0.9540318499,0.9362175557,0.9631980818
19,47276098,47278297,2200,-,sdc2,ENSDARG00000002731, 4, 4.854654e-01,0.0000000000,0.0054347826,0.0000000000,0.0000000000,0.0220982143,0.0029761905
20,18990679,18992878,2200,+,tdh,ENSDARG00000002745, 2, 5.061983e+00,0.9200000000,0.8804347826,0.8378378378,0.9583333333,0.9375000000,0.9016393443
1, 1710140, 1712339,2200,+,atp1a1a.1,ENSDARG00000002791, 1, 2.772277e+01,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.3478260870
15, 6863118, 6865317,2200,-,meis3,ENSDARG00000002795, 1,-9.934986e+00,0.3043478261,0.0285714286,0.0588235294,0.0000000000,0.0238095238,0.0000000000
3, 3691417, 3693616,2200,+,BX908804.1,ENSDARG00000002797, 1,-2.954668e+00,0.8985507246,0.9629629630,1.0000000000,0.9230769231,0.8888888889,0.8750000000
5,24543327,24545526,2200,-,trmt2a,ENSDARG00000002830, 3, 2.745265e-01,0.0000000000,0.0083333333,0.0000000000,0.0000000000,0.0068027211,0.0114942529
19,40377874,40380073,2200,+,vps50,ENSDARG00000002880, 1,-8.073057e-01,0.9238095238,0.9824561404,1.0000000000,0.9492753623,0.9604743083,0.8958333333
11, 2632548, 2634747,2200,-,si:ch211-160o17.2,ENSDARG00000002897, 3, 5.480315e-02,0.0104166667,0.0077519380,0.0000000000,0.0103365385,0.0000000000,0.0107526882
12, 6177695, 6179894,2200,-,a1cf,ENSDARG00000002968,34, 5.789011e-02,0.8925311310,0.8610772234,0.8279300854,0.8511099491,0.8628577262,0.8779370221
18,10297963,10300162,2200,-,lrrc4.2,ENSDARG00000003020, 4, 1.258047e+00,0.9062500000,0.9090909091,0.9529211571,0.9367071882,0.8942307692,0.9650980392
21,40834870,40837069,2200,-,limk1b,ENSDARG00000003022, 3, 1.269534e+00,0.9677419355,0.9743589744,0.8598290598,0.9543152153,0.9551656920,0.9800950683
16,29690013,29692212,2200,-,scnm1,ENSDARG00000003027, 3, 1.056303e-01,0.0000000000,0.0072463768,0.0000000000,0.0111111111,0.0000000000,0.0053763441
18,50523843,50526042,2200,-,cd276,ENSDARG00000003061, 3, 1.767677e+00,0.0000000000,0.0000000000,0.0000000000,0.0438596491,0.0151515152,0.0046296296
2,23806640,23808839,2200,+,gorasp1a,ENSDARG00000003068, 5, 4.696268e+00,0.9280000000,0.9370833333,0.8857142857,0.9785714286,0.9555555556,0.9499470058
6,55030439,55032638,2200,+,mybphb,ENSDARG00000003081,15,-1.023028e+00,0.0214754754,0.0388320486,0.0200699236,0.0099883848,0.0171435782,0.0152309633
8,28342288,28344487,2200,-,kdm5bb,ENSDARG00000003098, 3, 6.087906e-01,0.0000000000,0.0075757576,0.0000000000,0.0107526882,0.0119047619,0.0065359477
23,25976457,25978656,2200,-,ada,ENSDARG00000003113, 4, 4.436592e-01,0.9671336207,0.9928571429,0.9761904762,0.9744252874,0.9932432432,0.9807692308
21,45349349,45351548,2200,-,skp1,ENSDARG00000003151, 8, 3.766324e+00,0.9437735240,0.9072034549,0.9137070469,0.9740422086,0.9662156577,0.9486727395
18,22734803,22737002,2200,-,nudt21,ENSDARG00000003153, 2,-6.158874e-01,0.0000000000,0.0000000000,0.0526315789,0.0000000000,0.0227272727,0.0098039216
10, 8041749, 8043948,2200,-,nfkbil1,ENSDARG00000003157, 2, 4.745332e+00,0.9062500000,0.8987755102,0.9523809524,0.8333333333,1.0000000000,1.0000000000
19,44065382,44067581,2200,-,mterf3,ENSDARG00000003207, 1, 4.159979e+00,0.9295774648,0.9180327869,0.8260869565,0.9074074074,1.0000000000,0.9285714286
14,46116834,46119033,2200,+,naa15a,ENSDARG00000003213, 4,-4.211235e-01,0.0000000000,0.0000000000,0.0476190476,0.0192307692,0.0000000000,0.0000000000
14,22455230,22457429,2200,+,gdf9,ENSDARG00000003229, 9,-2.953650e+00,0.0350877193,0.0326621353,0.0443476390,0.0152053498,0.0038314176,0.0059022738
23,29812468,29814667,2200,-,pik3cd,ENSDARG00000003250, 1, 7.633588e-01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0138888889
8,50346047,50348246,2200,-,stc1,ENSDARG00000003303, 7,-2.435556e-01,0.0034843206,0.0135864136,0.0000000000,0.0025974026,0.0031092437,0.0072695436
2, 5723587, 5725786,2200,-,cwc25,ENSDARG00000003382, 8, 5.964764e-01,0.9321070264,0.9621351347,0.9288945389,0.9454914368,0.9378392692,0.9624250983
10, 5024321, 5026520,2200,-,hnrnpdl,ENSDARG00000003429, 1, 1.639344e+00,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0250000000
13,31544166,31546365,2200,-,dhrs7,ENSDARG00000003444, 3,-1.027592e+00,0.0107526882,0.0083333333,0.0128205128,0.0000000000,0.0000000000,0.0000000000
22,10538981,10541180,2200,-,ippk,ENSDARG00000003446, 3,-2.653676e+00,0.8611111111,0.8902116402,0.9090909091,0.7901234568,0.8405797101,0.9268002323
13, 4503079, 4505278,2200,+,pde10a,ENSDARG00000003449,12,-6.658048e-01,0.0040798611,0.0215447912,0.0045053272,0.0028735632,0.0026781126,0.0023148148
21, 1645990, 1648189,2200,+,fech,ENSDARG00000003462, 1, 1.086957e+00,0.0000000000,0.0000000000,0.0000000000,0.0208333333,0.0135135135,0.0000000000
7,34413199,34415398,2200,-,madd,ENSDARG00000003495, 2,-2.489781e+01,1.0000000000,0.9493589744,0.9047619048,0.5600000000,0.8958333333,0.6660499537
7,52362748,52364947,2200,+,gnrhr2,ENSDARG00000003553, 6,-2.354876e-01,0.0140396584,0.0071102946,0.0000000000,0.0032398623,0.0163667188,0.0017921147
17,20118045,20120244,2200,-,ryr2b,ENSDARG00000003706, 1, 1.696531e+00,1.0000000000,0.8787878788,0.8947368421,0.9473684211,0.9473684211,0.8205128205
6,43388387,43390586,2200,+,mitfa,ENSDARG00000003732, 2,-2.000000e+00,1.0000000000,1.0000000000,1.0000000000,0.9705882353,0.9615384615,1.0000000000
20,27311476,27313675,2200,-,asb2a.1,ENSDARG00000003797, 2, 4.444618e+00,0.9130434783,0.9125603865,0.8857142857,0.9390243902,0.9407051282,0.9621794872
5,71800014,71802213,2200,+,LHX3,ENSDARG00000003803, 3, 3.467195e-01,0.0144927536,0.0123456790,0.0000000000,0.0087719298,0.0000000000,0.0198746165
13,24218596,24220795,2200,-,galnt2,ENSDARG00000003829, 2,-1.689189e+00,0.0000000000,0.0211267606,0.0166666667,0.0000000000,0.0000000000,0.0000000000
25,13675299,13677498,2200,+,usb1,ENSDARG00000003841, 1, 1.063830e+00,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0312500000
23,19103656,19105855,2200,-,pard6b,ENSDARG00000003865, 1, 6.711409e-01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0185185185
8, 7504002, 7506201,2200,-,cdk20,ENSDARG00000003867, 3,-4.799645e+00,0.9716183575,0.9607843137,0.9607843137,0.9666666667,0.9166666667,0.8533333333
6,42036486,42038685,2200,-,gpr61l,ENSDARG00000003900, 3,-3.022064e-01,0.9132369299,0.9122807018,0.9555555556,0.9464016407,0.9595959596,0.8498811398
17,27454804,27457003,2200,+,ctsl.1,ENSDARG00000003902, 3, 3.228119e-01,0.9110122358,0.9559032717,1.0000000000,0.9640764724,0.9743589744,0.9261224490
15,26538790,26540989,2200,-,rpa1,ENSDARG00000003938, 5,-3.884604e-01,0.0125000000,0.0090909091,0.0000000000,0.0062500000,0.0086956522,0.0000000000
22,35194044,35196243,2200,-,pfn2,ENSDARG00000003952, 2,-1.951220e-01,0.0000000000,0.0089285714,0.0000000000,0.0000000000,0.0000000000,0.0083333333
6,42049151,42051350,2200,-,parp3,ENSDARG00000003961, 1,-2.882833e+00,1.0000000000,0.9736842105,1.0000000000,0.9743589744,0.9696969697,0.9423076923
11, 6452293, 6454492,2200,-,larp6b,ENSDARG00000003968, 3,-2.625006e+00,0.1111111111,0.0416666667,0.0512820513,0.0208333333,0.0736111111,0.0361471861
25,32751783,32753982,2200,-,isl2a,ENSDARG00000003971, 1, 1.980198e+00,0.0000000000,0.0000000000,0.0000000000,0.0500000000,0.0000000000,0.0000000000
6,15101278,15103477,2200,-,fhl2b,ENSDARG00000003991, 2,-4.209757e+00,0.9615384615,1.0000000000,0.9615384615,0.9252271139,0.9750000000,0.9240384615
18,28986373,28988572,2200,+,syt9a,ENSDARG00000003994, 3,-1.204187e+00,0.0166666667,0.0087719298,0.0277777778,0.0000000000,0.0064102564,0.0052083333
20, 3319537, 3321736,2200,-,marcksa,ENSDARG00000004049, 1, 4.394866e+00,0.8531468531,0.9041095890,0.9256198347,0.9803921569,0.9466666667,0.9059829060
11,35763124,35765323,2200,-,bhlhe40,ENSDARG00000004060, 5, 2.624585e-01,0.0000000000,0.0027397260,0.0000000000,0.0038461538,0.0079298246,0.0000000000
14,28436947,28439146,2200,+,acsl4a,ENSDARG00000004078, 3, 1.543210e+00,0.0000000000,0.0000000000,0.0000000000,0.0740740741,0.0000000000,0.0129870130
23,20177328,20179527,2200,-,usp19,ENSDARG00000004132, 3,-1.420017e+00,0.0222222222,0.0222222222,0.0000000000,0.0034364261,0.0026041667,0.0000000000
10,41912084,41914283,2200,+,orai1b,ENSDARG00000004154, 4,-2.546422e-01,0.0000000000,0.0144230769,0.0000000000,0.0060614966,0.0044642857,0.0029761905
21,43985153,43987352,2200,+,ik,ENSDARG00000004161, 8, 1.990176e+00,0.9611476305,0.8816151533,0.9038838612,0.9147587597,0.9395021065,0.9237974975
19,17210729,17212928,2200,-,stmn1a,ENSDARG00000004169, 1,-7.103110e+00,0.9090909091,1.0000000000,1.0000000000,0.8750000000,0.9000000000,0.9523809524
10,37266854,37269053,2200,+,nf1b,ENSDARG00000004184, 5, 1.217410e+00,0.5755050505,0.5576923077,0.5627906977,0.5739643943,0.6022222222,0.5875000000
21, 5167154, 5169353,2200,+,zgc:122979,ENSDARG00000004187,10,-1.227368e-01,0.0000000000,0.0045983087,0.0086997636,0.0026907113,0.0039638932,0.0085269247
16,  263459,  265658,2200,-,slc6a3,ENSDARG00000004219,13,-7.851538e-01,0.9224930300,0.9484487826,0.9407609189,0.9366511414,0.9327537143,0.9023411743
11,  472348,  474547,2200,-,zgc:77375,ENSDARG00000004282,17, 1.250158e-01,0.0015085436,0.0026057674,0.0039215686,0.0020481969,0.0037780341,0.0057660980
10,10799564,10801763,2200,+,ambp,ENSDARG00000004296, 3, 2.862422e+00,0.8833333333,0.8799663300,0.9487179487,0.9219334245,0.9402515723,0.9178743961
11,40647412,40649611,2200,+,slc45a1,ENSDARG00000004302, 6, 6.954169e-01,0.0138888889,0.0000000000,0.0000000000,0.0038759690,0.0000000000,0.0192307692
8,30423700,30425899,2200,+,cbwd,ENSDARG00000004318, 4,-2.675041e-01,0.0000000000,0.0076923077,0.0096153846,0.0000000000,0.0131578947,0.0032894737
3,56896503,56898702,2200,-,ush1ga,ENSDARG00000004322, 6,-1.206541e+00,0.0512820513,0.0052083333,0.0175438596,0.0037665986,0.0107153870,0.0062310738
23,25352856,25355055,2200,+,fmnl3,ENSDARG00000004372, 3,-8.474576e-01,0.0208333333,0.0059523810,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19,43357075,43359274,2200,+,yrk,ENSDARG00000004378, 9,-6.338498e-01,0.0056423424,0.0222053360,0.0099887767,0.0069177350,0.0032983232,0.0089343730
5,72136349,72138548,2200,-,spra,ENSDARG00000004406,19,-1.460088e-01,0.0031243744,0.0025665592,0.0089325521,0.0024217194,0.0016094710,0.0031456203
1,51037558,51039757,2200,+,dpy30,ENSDARG00000004427,14,-3.252745e-01,0.0054629976,0.0076560975,0.0058309038,0.0061524426,0.0017211704,0.0047002219
19,33274836,33277035,2200,-,fam92a1,ENSDARG00000004436, 1, 1.923077e+00,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0333333333
5,42095608,42097807,2200,+,p2rx5,ENSDARG00000004455, 2, 9.937593e-01,0.0000000000,0.0000000000,0.0172413793,0.0294117647,0.0081967213,0.0149253731
3,32592357,32594556,2200,+,unc119.2,ENSDARG00000004459, 2, 1.056940e+00,0.9204545455,0.9819277108,0.9534883721,0.9624604251,0.9516860144,0.9612068966
13,11548454,11550653,2200,+,desi2,ENSDARG00000004460, 3, 1.668991e+01,0.6548821549,0.7981956315,0.7435897436,0.9019607843,0.9833333333,0.9093183240
3,46760703,46762902,2200,+,prkcsh,ENSDARG00000004470, 5,-9.560975e-02,0.0081199585,0.0052394728,0.0051948052,0.0079118968,0.0051829150,0.0030303030
15,23419971,23422170,2200,-,kmt2a,ENSDARG00000004537, 2,-1.002082e+00,0.0263157895,0.0000000000,0.0212765957,0.0030120482,0.0000000000,0.0049504950
5,23595140,23597339,2200,+,kat5a,ENSDARG00000004587, 2, 2.731909e-01,0.0384615385,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0147058824
25,26893962,26896161,2200,+,znf800a,ENSDARG00000004594, 2,-1.210908e+00,0.0000000000,0.0000000000,0.0666666667,0.0250000000,0.0000000000,0.0000000000
10,31016607,31018806,2200,-,panx3,ENSDARG00000004627, 3, 9.105389e-01,0.9111111111,0.9666666667,0.9047619048,0.9850168350,0.8982456140,0.8958594492
16,30869971,30872170,2200,-,ptk2ab,ENSDARG00000004672, 2,-1.866028e+00,0.9637681159,0.9099264706,0.8885448916,0.9134068279,0.9450000000,0.8926919519
21,43171050,43173249,2200,-,hspa4a,ENSDARG00000004754, 5, 2.791134e+00,0.4000000000,0.3756783075,0.3384615385,0.3783574879,0.4081203008,0.3923076923
8,47151887,47154086,2200,-,ybx1,ENSDARG00000004757,14,-6.339384e-02,0.0027924709,0.0020842924,0.0073557336,0.0031038683,0.0021354951,0.0035171693
9, 8927764, 8929963,2200,+,ankrd10b,ENSDARG00000004771, 1,-2.258852e+00,0.0000000000,0.0000000000,0.1538461538,0.0000000000,0.0714285714,0.0000000000
5,55914069,55916268,2200,-,wdr36,ENSDARG00000004774, 2,-1.105933e-01,0.0000000000,0.0152680653,0.0000000000,0.0000000000,0.0000000000,0.0111111111
13,13294673,13296872,2200,-,fgfr3,ENSDARG00000004782, 3,-5.395322e-01,0.0000000000,0.0061728395,0.0133333333,0.0000000000,0.0000000000,0.0045662100
22,10643088,10645287,2200,+,rassf1,ENSDARG00000004840,11, 4.022935e-01,0.0000000000,0.0025079563,0.0040404040,0.0047588673,0.0043290043,0.0090322095
17,29901988,29904187,2200,-,esrrga,ENSDARG00000004861, 2,-8.121019e+00,0.1000000000,0.3190476190,0.3142857143,0.1978190339,0.1125000000,0.2626849894
2,44746524,44748723,2200,-,acsm3,ENSDARG00000004880, 4, 6.178910e+00,0.1041666667,0.0033783784,0.0408163265,0.1402777778,0.1224789916,0.0520622042
14,36437050,36439249,2200,-,aga,ENSDARG00000004889, 1,-1.854382e-01,0.9090909091,0.9183673469,1.0000000000,0.9545454545,0.8965517241,0.9655172414
16,41715313,41717512,2200,+,mtdhb,ENSDARG00000004939, 4,-5.158968e-01,0.0000000000,0.0102739726,0.0147058824,0.0000000000,0.0000000000,0.0102739726
12,45196839,45199038,2200,-,bccip,ENSDARG00000004948, 7,-7.373645e+00,0.1528822055,0.0903529827,0.1253461985,0.0515826884,0.0474337733,0.0272317299
17,35361123,35363322,2200,-,rsad2,ENSDARG00000004952, 3,-3.903081e+00,0.0266666667,0.0833333333,0.0303030303,0.0000000000,0.0000000000,0.0392156863
13,44819055,44821254,2200,-,si:dkeyp-2e4.8,ENSDARG00000005010, 2,-6.400303e+00,0.9545454545,0.9583333333,0.8461538462,0.9102564103,0.8666666667,0.7341897233
19,21264008,21266207,2200,+,tshz1,ENSDARG00000005026, 2,-4.032571e-01,0.9750000000,0.9342105263,0.9354166667,0.9194577352,0.9471925134,0.9508196721
21,17049478,17051677,2200,+,atp2a2b,ENSDARG00000005122, 4, 8.668582e-01,0.0000000000,0.0000000000,0.0000000000,0.0138888889,0.0083333333,0.0041666667
11,35362445,35364644,2200,+,camkvb,ENSDARG00000005141, 1, 2.584345e+00,0.8736842105,0.8148148148,0.8823529412,0.8910891089,0.9285714286,0.8488372093
5,62338799,62340998,2200,+,aspa,ENSDARG00000005154, 2,-7.166354e-01,0.8904761905,0.9289795918,0.9027590199,0.9086956522,0.8883248731,0.8956046625
2,  389668,  391867,2200,-,wrnip1,ENSDARG00000005218, 5, 3.952226e+00,0.5286777910,0.4989192626,0.4722779923,0.5319873268,0.5589490077,0.5669692877
24,12689372,12691571,2200,-,pdcd6,ENSDARG00000005220, 3, 3.203798e-01,0.0000000000,0.0252136752,0.0000000000,0.0000000000,0.0215053763,0.0060606061
19,11238522,11240721,2200,-,ssr2,ENSDARG00000005230, 1,-2.600733e+00,0.9090909091,0.8852459016,0.9111111111,1.0000000000,1.0000000000,0.7567567568
3,18384302,18386501,2200,-,kdelr2a,ENSDARG00000005254,11, 2.914550e-01,0.0045454545,0.0000000000,0.0106951872,0.0099253404,0.0083152013,0.0048376108
16, 3980590, 3982789,2200,+,zc3h12a,ENSDARG00000005271, 2, 9.270026e-01,0.0000000000,0.0000000000,0.0000000000,0.0052083333,0.0000000000,0.0194805195
9,38041337,38043536,2200,+,stam2,ENSDARG00000005318, 1,-6.172840e-01,0.0000000000,0.0125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
24,24084249,24086448,2200,+,lipib,ENSDARG00000005332, 4,-5.006785e+00,0.6915642164,0.7643678161,0.7692307692,0.6975970933,0.6530096248,0.6858688187
6, 6775622, 6777821,2200,-,ccdc85al,ENSDARG00000005343, 6,-2.747121e-01,0.0000000000,0.0086324075,0.0119047619,0.0095238095,0.0059523810,0.0025641026
