seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
22,11754040,11759106,  5067,+,krt97,ENSDARG00000000212,  4, 2.393351e+00,0.0000000000,0.0199146515,0.0192307692,0.0445707071,0.0086206897,0.0535714286
22,  565733,  584610, 18878,+,usp49,ENSDARG00000000229, 52,-4.720795e+00,0.5055748140,0.5059144041,0.4928018152,0.4465906486,0.4558431766,0.4729238657
9,41101127,41113878, 12752,+,slc40a1,ENSDARG00000000241,  3, 5.301226e+00,0.9124078312,0.8855325914,0.9305555556,0.9393734505,0.9550264550,0.9812593703
2,38000717,38020603, 19887,+,dcaf8,ENSDARG00000000324,  2, 3.355899e+00,0.9166666667,0.9089795918,0.8885448916,0.9642857143,0.8750000000,0.9532115172
16, 8751815, 8929425,177611,-,triob,ENSDARG00000000370,  8,-1.496076e+00,1.0000000000,0.9592266969,0.9007615192,0.9644781145,0.9338099401,0.9160121970
14,25005403,25037010, 31608,-,pde6a,ENSDARG00000000380,  2,-3.491696e-01,0.9260053160,0.8928571429,0.8873239437,0.9150275374,0.8976810206,0.8979141423
7,32627674,32645200, 17527,+,si:ch73-314g15.3,ENSDARG00000000423,  2,-3.728070e+00,0.9090909091,0.9545454545,1.0000000000,0.9722222222,0.8750000000,0.8750000000
7,32691890,32716019, 24130,+,slc39a13,ENSDARG00000000442,  3,-6.000564e-02,0.3329991646,0.3188405797,0.3170731707,0.3137254902,0.3142857143,0.3189385037
11,23931016,23987682, 56667,+,cntn2,ENSDARG00000000472,  3, 4.239388e+00,0.0370370370,0.2524243740,0.1818181818,0.4333333333,0.3205128205,0.1965305226
9,40948569,41027062, 78494,-,pms1,ENSDARG00000000476, 12, 1.299546e+00,0.7227175805,0.7868570104,0.7936307856,0.7963422263,0.7444527459,0.7750020528
19, 5158306, 5256699, 98394,-,stx1b,ENSDARG00000000503,  2, 9.794993e+00,0.7569444444,0.7798645320,0.8033333333,0.9000000000,0.8666666667,0.8817708333
9,54714436,54743987, 29552,+,ofd1,ENSDARG00000000529,  1,-4.250000e+00,1.0000000000,0.9565217391,1.0000000000,0.9705882353,0.9130434783,0.9230769231
13,24429918,24450278, 20361,-,slc1a4,ENSDARG00000000551,  9,-5.962741e-02,0.2013187430,0.1952638232,0.2397232397,0.2027936508,0.2101019559,0.2143723168
9,42732992,42875700,142709,-,ttn.1,ENSDARG00000000563,  4, 3.953799e+00,0.8221726190,0.8955011177,0.8788597927,0.9479166667,0.9493421053,0.8928861789
3,38762891,38785951, 23061,-,znf281a,ENSDARG00000000567,  4,-3.406204e+00,0.8636363636,0.9330357143,0.9062500000,0.8750000000,0.8806106175,0.8844096901
22,20847580,20926747, 79168,-,ell,ENSDARG00000000568,  8, 2.857226e+00,0.5833333333,0.5533089231,0.5499043367,0.5996436404,0.5782424812,0.5847600063
23,32199588,32238122, 38535,-,grasp,ENSDARG00000000588,  5,-6.725288e+00,0.9530501089,0.8794802248,0.9044117647,0.7694156805,0.8514425299,0.8469032805
1,22000649,22235421,234773,+,dnah6,ENSDARG00000000606, 47, 8.744597e-01,0.8579012547,0.8379778089,0.8738914099,0.8752309607,0.8610160793,0.8654496469
9,28939912,29031980, 92069,-,ptpn4a,ENSDARG00000000631,  8, 2.256504e+00,0.0416666667,0.0931711916,0.0955387205,0.1296351675,0.1194889163,0.0908730159
6,41198500,41202554,  4055,+,opn1mw4,ENSDARG00000000638,  6, 1.578825e+00,0.0400590990,0.0447809359,0.0371693122,0.0712606838,0.0666367689,0.0231115397
9, 7228083, 7240839, 12757,-,creg2,ENSDARG00000000666,  5,-5.417364e-01,0.0205263158,0.0139767522,0.0000000000,0.0080000000,0.0040816327,0.0028985507
6,41118910,41140855, 21946,-,slc6a22.1,ENSDARG00000000730,  3,-3.692023e+00,0.5616637708,0.5473209250,0.6195699796,0.5432146895,0.5689720764,0.5055555556
13,24665334,24671258,  5925,-,znf511,ENSDARG00000000760,  2, 1.647461e+01,0.7058823529,0.7833333333,0.9473684211,0.9793792517,1.0000000000,0.9515460030
17,28771028,28799395, 28368,-,scfd1,ENSDARG00000000779,  6,-2.011659e-01,0.4530723906,0.4702663737,0.4755832881,0.4697471510,0.4514432017,0.4602564103
23,32149269,32196397, 47129,-,nr4a1,ENSDARG00000000796,  5, 1.381992e+00,0.9466666667,0.9173943062,0.9173943174,0.9818181818,0.9277574278,0.9293725840
10,13207580,13236012, 28433,+,rassf6,ENSDARG00000000804, 29, 2.279432e+00,0.9173466640,0.9248501779,0.9146430315,0.9412581051,0.9399756153,0.9418206838
24,37797818,37823488, 25671,+,telo2,ENSDARG00000000830, 17, 5.956096e+00,0.5492521338,0.5372847151,0.5266551788,0.6134978238,0.6018686196,0.5938079772
22,  472327,  508522, 36196,-,dstyk,ENSDARG00000000853, 80,-8.057509e-02,0.5140927638,0.4948020714,0.4804498653,0.5005282410,0.4947644805,0.5007498506
8,23824985,23860719, 35735,+,mapk14a,ENSDARG00000000857,  1, 7.207207e-01,0.9230769231,0.9428571429,1.0000000000,0.9166666667,0.9375000000,0.9838709677
7,41158225,41275897,117673,+,scrib,ENSDARG00000000861, 25,-1.278580e+00,0.5442689403,0.5120812206,0.5112203257,0.5280453499,0.5022208068,0.4933738389
16,20932353,20977706, 45354,+,skap2,ENSDARG00000000906,  8, 3.263752e-01,0.9443779056,0.9381683197,0.8644271369,0.9128603191,0.9451265733,0.9295780808
12,36414173,36471889, 57717,+,unk,ENSDARG00000000935,  9,-8.295395e-01,0.0155573340,0.0069067816,0.0190476190,0.0040084808,0.0065470214,0.0047447945
6, 7247531, 7280299, 32769,+,dzip1,ENSDARG00000000943, 67,-1.320326e+00,0.9058270090,0.9023098674,0.8916100845,0.8985297693,0.8918612711,0.8774391122
8,43379436,43576935,197500,-,ncor2,ENSDARG00000000966, 56, 1.606999e+00,0.8182133764,0.7943011577,0.8048973434,0.8314189420,0.8323092774,0.8156617805
3, 5102656, 5230841,128186,-,myh9b,ENSDARG00000001014, 33, 3.717752e-01,0.8006520584,0.7750088538,0.7670532277,0.7706933499,0.7596158522,0.7822814010
19, 6960388, 6990866, 30479,-,znf384l,ENSDARG00000001015,  4,-2.145582e-01,0.0082354198,0.0000000000,0.0000000000,0.0000000000,0.0023584906,0.0033225892
22,  550828,  559965,  9138,-,bysl,ENSDARG00000001057, 23, 2.763619e-01,0.5427711062,0.5457789335,0.5428286467,0.5453873626,0.5504926725,0.5396115576
25,35248976,35271284, 22309,+,slc17a6a,ENSDARG00000001127, 13, 1.728228e+00,0.9440781441,0.8988272709,0.9179487179,0.9306961525,0.9232239354,0.9627493289
17,19419989,19468319, 48331,-,dicer1,ENSDARG00000001129, 12, 2.191344e-01,0.9801270194,0.9238483326,0.9644468127,0.9566488902,0.9576710415,0.9498104793
8,43941313,44017210, 75898,-,rimbp2,ENSDARG00000001154, 14,-4.684638e-01,0.9572704082,0.8852805153,0.9078073335,0.9238287335,0.9194819292,0.8785122507
9,17045875,17288330,242456,-,mycbp2,ENSDARG00000001220, 46, 1.634678e-01,0.4256375834,0.4310550450,0.4356516429,0.4355561967,0.4340901656,0.4262427605
7,17648931,17692983, 44053,-,map4k2,ENSDARG00000001234,  5,-5.065855e+00,0.9235130808,0.9156527568,0.8832653061,0.8693464944,0.8310978217,0.9217010632
7,41144560,41158143, 13584,+,puf60b,ENSDARG00000001241,  4,-3.005184e+00,0.6666666667,0.7168972332,0.7398190045,0.7020833333,0.7243421053,0.6597222222
17,25424091,25440344, 16254,+,srrm1,ENSDARG00000001244,  5, 2.067658e-01,0.3111111111,0.3911111111,0.4076082435,0.3858123570,0.4000000000,0.3865079365
14, 5394630, 5409555, 14926,-,pcgf1,ENSDARG00000001249,  6,-4.312821e-01,0.4682539683,0.4687500000,0.5077519380,0.4800000000,0.4684684685,0.4767107818
25,35302903,35343303, 40401,+,gas2a,ENSDARG00000001259, 21,-2.546957e+00,0.5212230699,0.5369352642,0.5789270628,0.5125045430,0.4614118998,0.7044947638
19, 7105838, 7146548, 40711,-,psmb8a,ENSDARG00000001303, 10, 1.000351e+00,0.7647102897,0.7188028896,0.6754893502,0.6925369848,0.7018519041,0.7496690612
18,23371683,23456101, 84419,+,mctp2a,ENSDARG00000001414, 39, 4.550976e+00,0.8497212769,0.7913630106,0.7618906733,0.8475886403,0.8562019872,0.8616599224
7, 6967909, 7133475,165567,+,actn3b,ENSDARG00000001431, 47, 4.264017e-01,0.8572379358,0.8518336286,0.8397293020,0.8638846317,0.8541155968,0.8570663851
23,22198467,22212635, 14169,+,slc2a1a,ENSDARG00000001437,  3,-9.869218e-01,0.9166666667,0.9288587230,0.9238095238,0.8736842105,0.9166666667,0.9373541963
14,32793272,32826408, 33137,-,inppl1b,ENSDARG00000001442,  4, 6.097043e-01,0.9221039515,0.8676050420,0.9061531174,0.9025326797,0.8762673266,0.9151320569
2, 5811482, 5838116, 26635,-,mier1b,ENSDARG00000001447,  3,-1.395117e+00,1.0000000000,0.9509803922,0.9809523810,0.9542762379,0.9756097561,0.9520524797
13,24669481,24679636, 10156,+,adam8a,ENSDARG00000001452,  3,-1.264161e-01,0.0000000000,0.0040650407,0.0180180180,0.0000000000,0.0246913580,0.0040160643
17,25412033,25425321, 13289,+,tdh2,ENSDARG00000001463, 10,-2.231833e-01,0.0222566219,0.0160379658,0.0186813187,0.0376623377,0.0037037037,0.0136530142
12,27154943,27206904, 51962,+,skap1,ENSDARG00000001498,  7,-1.584943e+00,0.9794871795,0.9287010630,0.9690934066,0.9455328392,0.9386518244,0.9226822406
9, 2760270, 2777286, 17017,+,sp3a,ENSDARG00000001549, 19,-1.454419e+00,0.8766968828,0.8839938178,0.8477343633,0.8610453366,0.8574778281,0.8572923473
6,52226682,52237118, 10437,-,tomm34,ENSDARG00000001557,  8,-5.454829e-01,0.3702050265,0.3751610937,0.3572303922,0.3638427593,0.3614634647,0.3555855482
19,36114846,36677023,562178,-,csmd2,ENSDARG00000001559, 24, 3.889082e-01,0.8667320131,0.9219572728,0.8878853688,0.9190303097,0.9137648810,0.9005612288
7,19070464,19148926, 78463,-,kirrel1a,ENSDARG00000001634, 26, 3.610895e+01,0.3461327748,0.2592227496,0.6395827841,0.5372707974,0.6859875533,0.9451724225
19, 7111779, 7146585, 34807,-,psmb13a,ENSDARG00000001656,  7, 1.289025e+00,0.6778174207,0.6459088899,0.6618488976,0.6790618699,0.6464097497,0.6900034207
9,54751201,54842209, 91009,-,gpm6bb,ENSDARG00000001676, 16, 2.209967e+00,0.8490562255,0.8450191367,0.8333604945,0.8554457471,0.8701476384,0.8701061390
19, 6936289, 6957404, 21116,+,flot1a,ENSDARG00000001710,  5,-3.469402e+00,0.9274070946,0.9425144928,0.9690981432,0.9184214614,0.8900262484,0.9131077273
11, 8303941, 8352945, 49005,-,si:ch211-247n2.1,ENSDARG00000001712,  5, 5.188553e+00,0.8553516462,0.8942049062,0.8689895470,0.8809609574,0.9350127800,0.9244921812
2,42942552,42962353, 19802,-,oc90,ENSDARG00000001721, 18,-1.318762e+00,0.9284345760,0.9020489492,0.8127223377,0.8601335780,0.8594765076,0.8813797924
17,28704946,28742980, 38035,+,strn3,ENSDARG00000001729, 17, 3.468322e-01,0.4461494743,0.4888418984,0.4827591861,0.4859845254,0.4948677468,0.4739598049
9,42544504,42650623,106120,+,gulp1a,ENSDARG00000001733,  8, 3.873937e+00,0.7692708333,0.8099137931,0.7968750000,0.7818452381,0.8838695608,0.8221766289
22,20925849,20952448, 26600,-,fkbp8,ENSDARG00000001734,  1,-3.710575e+01,0.5555555556,0.6666666667,0.8947368421,0.1250000000,0.0833333333,0.5142857143
23,23126130,23181417, 55288,-,noc2l,ENSDARG00000001754,  1, 4.970639e+00,0.9714285714,0.8500000000,0.8750000000,0.9666666667,1.0000000000,0.8809523810
21,27407481,27415294,  7814,-,slc29a2,ENSDARG00000001767,  2, 7.161303e+00,0.9076086957,0.8333333333,0.8928571429,0.9761904762,0.9338797814,0.9557971014
21,15754549,15816317, 61769,+,ptpra,ENSDARG00000001769,  3, 4.743193e+00,0.8750000000,0.9125683060,0.9468699469,0.9880952381,0.9615384615,0.9560386473
2, 6301639, 6316167, 14529,+,otol1a,ENSDARG00000001771,  3, 1.817435e+00,0.8964076859,0.8998190864,0.9032763533,0.9140575798,0.8874024526,0.9462041227
7,62318134,62439872,121739,+,stim2b,ENSDARG00000001776, 49, 2.453302e+00,0.8048552141,0.8222318430,0.8284139613,0.8442083589,0.8321835473,0.8418131869
10, 1597270, 1638452, 41183,-,nup155,ENSDARG00000001777,  2, 1.296246e+00,1.0000000000,0.9030920060,1.0000000000,0.9651162791,0.9666666667,0.9553571429
4,11170964,11198055, 27092,+,tspan11,ENSDARG00000001781,  2, 3.611111e+00,0.8750000000,0.8333333333,0.9230769231,0.8571428571,0.9375000000,0.9166666667
11, 8127536, 8150894, 23359,+,prkacba,ENSDARG00000001782,  1,-5.242567e+00,0.9444444444,0.8846153846,1.0000000000,0.9272727273,0.8780487805,0.8857142857
16,  555746,  565732,  9987,-,irx2a,ENSDARG00000001785, 38,-2.771780e-01,0.0089162766,0.0099250203,0.0055984885,0.0053707496,0.0057653669,0.0055972460
3,31728871,31786082, 57212,-,kcnh6a,ENSDARG00000001803,  7,-1.463308e+01,0.7317419423,0.8069011781,0.6986111111,0.5965335643,0.6888651447,0.6272321144
3,56861059,56873984, 12926,-,zgc:112148,ENSDARG00000001804,  7, 4.297762e-01,0.9128205128,0.9612479475,0.9583987441,0.9380096648,0.9802659803,0.9510085367
20,35797998,35843570, 45573,-,tnfrsf21,ENSDARG00000001807,  8,-1.761440e-01,0.9702007428,0.9523885475,0.8474551764,0.9220112654,0.9456876457,0.9371451904
24,24101811,24120451, 18641,-,zgc:112982,ENSDARG00000001829, 11, 8.336899e-01,0.9774104683,0.9471359362,0.9713498623,0.9701336020,0.9929425837,0.9478354978
9,31589425,31749106,159682,-,nalcn,ENSDARG00000001835,  8, 3.447084e+00,0.8600852273,0.9375204315,0.9067911255,0.9778846154,0.9582228117,0.9148734527
21,43176817,43246873, 70057,+,aff4,ENSDARG00000001857, 52, 3.498137e-01,0.9691133046,0.9525503054,0.9377057146,0.9612543251,0.9577664843,0.9614271310
25,14505567,14510482,  4916,+,dbx1b,ENSDARG00000001859,  9, 7.584955e-01,0.0512820513,0.0629629630,0.0681252681,0.0551575385,0.0623317212,0.0915590759
1, 1687775, 1706159, 18385,+,atp1a1a.4,ENSDARG00000001870,  3,-1.702339e+00,0.9333333333,0.9078431373,0.8250000000,0.8047619048,0.8958333333,0.8822055138
25,14510773,14639660,128888,-,nav2b,ENSDARG00000001879, 21, 1.422254e+00,0.9286126029,0.9539471381,0.9267949206,0.9573194972,0.9551543590,0.9543678603
14,21697129,21751346, 54218,+,stx3a,ENSDARG00000001880,  8, 6.533018e-01,0.9109848485,0.9253095975,0.8633622408,0.9215304590,0.8304136702,0.9359056122
23,14095508,14180307, 84800,+,cacnb3a,ENSDARG00000001881, 24, 8.881692e-01,0.8571443803,0.8431753532,0.8585845985,0.8655813020,0.8732247800,0.8481893197
13,10682427,10733325, 50899,-,ppm1ba,ENSDARG00000001888, 23, 2.080971e-01,0.7886187835,0.7947354829,0.7794965519,0.7934805361,0.7839083556,0.7928052521
23,35706730,35711398,  4669,+,tuba1a,ENSDARG00000001889,  3, 6.014050e+00,0.8591549296,0.8449908925,0.9007092199,0.8971529222,0.9525131465,0.9130824373
16,39385483,39479746, 94264,-,stt3b,ENSDARG00000001890, 19, 3.773964e-01,0.8574816996,0.8143806600,0.8230991409,0.7666962975,0.8463995350,0.8404857752
20, 9241794, 9280252, 38459,-,syt14b,ENSDARG00000001891,  3, 1.195190e+01,0.8233695652,0.8528735632,0.7572649573,0.8830769231,0.9009661836,0.9833333333
17,15658867,15669285, 10419,-,manea,ENSDARG00000001898,  5, 3.998256e-01,0.9559417215,0.9356739812,0.9569583931,0.9547303271,0.9489968058,0.9375961398
21,20227926,20308457, 80532,+,si:dkey-247m21.3,ENSDARG00000001906, 10, 1.431151e+00,0.9643939394,0.9361941740,0.9016985832,0.9693798848,0.9355854813,0.9270401661
24,20418959,20446844, 27886,-,vill,ENSDARG00000001909,  2, 8.022269e+00,0.8235294118,0.7032132002,0.6923076923,0.6363636364,0.7575757576,0.8583091437
7,29538628,29627509, 88882,-,rorab,ENSDARG00000001910,  8, 1.148263e+00,0.2437500000,0.2138401559,0.2394948520,0.2523584906,0.2347222222,0.2352449245
4,19946294,20029571, 83278,-,drd4-rs,ENSDARG00000001912,  2,-6.354424e+00,1.0000000000,0.9230769231,0.8947368421,0.8625541126,0.8786945813,0.8536585366
2,20404399,20428140, 23742,+,palmda,ENSDARG00000001913,  4,-1.127754e+01,0.8544590643,0.6383289182,0.6680555556,0.4625000000,0.7041396104,0.6188407181
23,37464967,37480785, 15819,+,pink1,ENSDARG00000001929,  5, 6.425533e-01,0.0100000000,0.0000000000,0.0000000000,0.0046785226,0.0071428571,0.0216374269
24,16962969,16982337, 19369,-,klhl15,ENSDARG00000001930,  8, 8.815509e-01,0.9633152174,0.9430501931,0.9549019608,0.9625331565,0.9737266858,0.9422739541
2,13054802,13148453, 93652,+,prkag2b,ENSDARG00000001933,  8, 2.755731e+00,0.9152023661,0.8963376151,0.9310690864,0.9461795461,0.9239096419,0.9552697785
17,48431817,48458789, 26973,+,LO018422.1,ENSDARG00000001937, 18, 1.462012e+00,0.8047662805,0.8260620880,0.8460161643,0.8279375400,0.8475585330,0.8074060451
7,25013151,25029261, 16111,+,b3gat3,ENSDARG00000001939,  4, 4.157506e-01,0.8725418197,0.8583282675,0.8842468507,0.9176136364,0.9199810606,0.8007496252
2,21172998,21182561,  9564,+,dnajc1,ENSDARG00000001940,  4,-7.979937e-02,0.9444444444,0.9642857143,0.9235588972,0.9464285714,0.9622507123,0.9357696567
5,71699893,71724257, 24365,-,ak1,ENSDARG00000001950,  7, 1.147118e+01,0.8571428571,0.8132846320,0.8367346939,0.9488479263,0.9500240500,0.9367681499
8, 6651253, 6827588,176336,-,dock5,ENSDARG00000001968, 30, 9.733190e-01,0.8992641587,0.9264122494,0.9148294448,0.9238462179,0.9305087104,0.9080081693
11,12782296,12804123, 21828,-,txlng,ENSDARG00000001969,  6, 8.119658e+00,0.8461538462,0.8928571429,0.9122807018,0.9927536232,0.9629629630,0.9594594595
16,47454586,47485142, 30557,-,cthrc1b,ENSDARG00000001971,  4,-6.770283e-01,0.9242424242,0.8711211211,0.9523809524,0.9407407407,0.9071283686,0.8795995671
18,25651599,25745636, 94038,+,fkbp16,ENSDARG00000001976, 11,-5.778512e+00,0.8050537276,0.7751933718,0.9287791333,0.7801516932,0.8105602695,0.7419159335
21,13859589,13921022, 61434,+,stxbp1a,ENSDARG00000001994,  2, 5.100787e-01,0.9545454545,0.8867872807,0.9555555556,0.8875000000,0.9782608696,0.9049334812
7,42458302,42547992, 89691,+,adamts18,ENSDARG00000001999, 12, 2.043699e+00,0.7040292213,0.6813318608,0.7060568087,0.7158993784,0.7348187760,0.7030657368
22,39094911,39108026, 13116,+,lmcd1,ENSDARG00000002002,  1, 3.963613e+00,1.0000000000,0.8181818182,0.7692307692,0.8888888889,0.8750000000,0.8510638298
16,18532834,18572875, 40042,+,rxrbb,ENSDARG00000002006,  3,-4.914530e+00,1.0000000000,0.9861111111,1.0000000000,0.9259259259,0.9375000000,0.9696969697
19,23136170,23251822,115653,-,grb10a,ENSDARG00000002013,  4,-1.781995e+00,0.9500000000,0.9264894419,0.8800607287,1.0000000000,0.9000000000,0.8547979798
5,12906781,12979986, 73206,+,ppil2,ENSDARG00000002016,  3,-2.357869e+00,1.0000000000,0.9565217391,0.9333333333,0.9354555381,0.9355400697,0.9110275689
21,21193487,21242387, 48901,+,rictorb,ENSDARG00000002020,  3,-4.375005e-01,0.9333333333,0.9666666667,0.9809523810,0.9333333333,0.9895833333,0.9594676346
13, 3665230, 3843692,178463,+,qkib,ENSDARG00000002026, 83, 1.044267e+00,0.8188299550,0.8204037207,0.7998296583,0.7947708108,0.8249902822,0.8456202305
11,18784847,18802299, 17453,-,pfkfb2b,ENSDARG00000002037,  1,-4.124212e+00,0.9253731343,0.8852459016,0.9603960396,0.8666666667,0.8571428571,0.9125000000
10,41279007,41304909, 25903,-,brf2,ENSDARG00000002060, 13, 1.819403e+00,0.6020034532,0.5614617090,0.5329670330,0.5853859104,0.5810333396,0.5571794872
13,11489953,11538951, 48999,-,adss,ENSDARG00000002071, 30, 2.333086e+00,0.8877376257,0.8789115262,0.8732540357,0.8918668091,0.9047708293,0.9334051255
13,31646271,31681951, 35681,+,mnat1,ENSDARG00000002077, 22,-8.070467e-02,0.0855238079,0.0788858259,0.0835861163,0.0813663951,0.0827582908,0.0763720838
4,17640731,17653566, 12836,+,cwf19l1,ENSDARG00000002128,  6,-7.970227e-03,0.0000000000,0.0054644809,0.0090090090,0.0109079517,0.0017182131,0.0078442230
4,23886726,24033924,147199,-,celf2,ENSDARG00000002131, 17,-5.207290e+00,0.7385092272,0.7452503382,0.7233242569,0.6733154475,0.6765291446,0.7029093949
3,16157120,16229683, 72564,-,cacnb1,ENSDARG00000002167, 14, 8.867916e-01,0.9210765858,0.9088122526,0.8625870861,0.8991051671,0.9256084242,0.9177580054
4,17537134,17553996, 16863,+,itfg2,ENSDARG00000002174,  6,-5.382058e+00,0.8730918205,0.9144741859,0.9147737639,0.8407772304,0.8912800163,0.8042929293
8,54076195,54079740,  3546,-,rho,ENSDARG00000002193, 22,-1.185256e+00,0.9405292435,0.9561639506,0.9434045643,0.9377236217,0.9306979375,0.9304294908
13,45496766,45525026, 28261,-,rhd,ENSDARG00000002194,  4, 2.520816e+00,0.9288793103,0.9500000000,0.8333333333,0.9005485528,0.9562500000,0.9308592668
13,36846789,36865039, 18251,-,pygl,ENSDARG00000002197,  4, 1.457655e-01,0.4117647059,0.4770220588,0.5142857143,0.4740646259,0.4714285714,0.4940212565
16,27440549,27502702, 62154,+,invs,ENSDARG00000002213, 13,-5.253176e-01,0.9129415080,0.9572219344,0.9502539716,0.9567957384,0.9382399783,0.9190743851
5,72316803,72326371,  9569,-,tbx3a,ENSDARG00000002216, 48, 6.238242e-02,0.0065099473,0.0051502247,0.0134701812,0.0070706776,0.0103049706,0.0059614301
14,48932235,48941560,  9326,-,scocb,ENSDARG00000002217, 14, 1.157709e+00,0.9592704223,0.9476886528,0.9183443584,0.9629934215,0.9532850942,0.9606308323
13,23233956,23272576, 38621,-,si:dkey-103j14.5,ENSDARG00000002219,  1,-1.512818e+00,0.9583333333,0.9848484848,0.9069767442,0.8500000000,1.0000000000,0.9487179487
2,52230630,52306803, 76174,+,plpp2a,ENSDARG00000002231,  4,-7.908709e-01,0.9076704545,0.9688625073,0.9654761905,0.9722222222,0.9263888889,0.9616811760
7,24124289,24151670, 27382,-,mmp14a,ENSDARG00000002235, 10, 1.444357e+00,0.9086124402,0.9196279603,0.8977335165,0.9406539889,0.9228694494,0.9063650267
24,41929585,41986895, 57311,+,epb41l3a,ENSDARG00000002255, 14,-8.548312e-01,0.6107346285,0.6182363358,0.6058840203,0.5928490915,0.6045801243,0.6012023673
16,44653266,44675851, 22586,-,dcaf13,ENSDARG00000002267, 13, 1.474948e+00,0.5886398714,0.5335097564,0.5839372430,0.5838007660,0.5678680617,0.5588262462
1,45669687,45700574, 30888,+,mcoln1a,ENSDARG00000002285,  7, 3.324557e-01,0.3931191615,0.3798442249,0.4020082609,0.4108772860,0.4023361976,0.3883380522
9,55576475,55596965, 20491,-,arsh,ENSDARG00000002299, 12,-7.794255e-01,0.8595112493,0.8769564908,0.8944444444,0.8683777492,0.8587123633,0.8561958181
18,30481030,30501489, 20460,-,gins2,ENSDARG00000002304,  8, 1.114778e-01,0.9256845238,0.9338942308,0.9499255952,0.9492396822,0.9354793757,0.9311298647
2,11203795,11210168,  6374,+,lhx8a,ENSDARG00000002330,  8, 2.185841e-01,0.0183531746,0.0074839629,0.0166827853,0.0163101585,0.0063991363,0.0197008501
20,33752967,33792003, 39037,-,fam102bb,ENSDARG00000002333,  1, 5.005281e-01,0.7586206897,0.9069767442,1.0000000000,0.9529411765,0.9714285714,0.8253968254
15,20463448,20470302,  6855,-,dlc,ENSDARG00000002336, 12, 1.512076e+00,0.2268518519,0.2428192608,0.2235772358,0.2472426471,0.2607142857,0.2424374707
3,15489725,15498610,  8886,-,sgf29,ENSDARG00000002339,  3, 8.351955e+00,0.8717948718,0.8765432099,0.8376068376,0.9168974106,0.9800950683,0.9464925755
14, 5859435, 5865146,  5712,+,tubb4b,ENSDARG00000002344,  1, 8.695652e-01,0.0000000000,0.0000000000,0.0000000000,0.0208333333,0.0000000000,0.0000000000
5,42122706,42132825, 10120,+,shpk,ENSDARG00000002355,  6,-8.006520e-02,0.0039682540,0.0087719298,0.0000000000,0.0041834594,0.0026666667,0.0028735632
12,20059859,20122711, 62853,-,ubald1a,ENSDARG00000002362,  8, 2.749025e+00,0.6879595588,0.6986485515,0.6213557792,0.7134677982,0.7099020771,0.6943344821
22, 5758090, 5824147, 66058,-,cers5,ENSDARG00000002365,  1, 3.233083e+00,0.7692307692,0.8888888889,1.0000000000,0.9318181818,0.9206349206,0.9615384615
1, 8519323, 8532009, 12687,+,mief2,ENSDARG00000002377,  4,-1.308396e+00,1.0000000000,0.9539835165,0.9761904762,0.9822745320,0.9615384615,0.9230837790
15, 6514964, 6652993,138030,-,atm,ENSDARG00000002385, 11, 9.838821e-01,0.9379994401,0.9465196875,0.9632867133,0.9645898189,0.9403930187,0.9417068843
